Layer,Mean_Abs_Diff,Max_Diff,Correlation
0,7.2481160163879395,130.2734375,0.017053140327334404
13,380.1085205078125,7088.0,0.18098855018615723
19,3502.4951171875,38928.0,0.10167451202869415
