Model,Method,Baseline,Recall_Mean,Precision_Mean,Effective_Rank,Rank_Retention,Unique_Utilization,Recall_GT_0.7,Recall_GT_0.8,Recall_GT_0.9,Recall_GT_0.95,Recall_GT_0.99,Precision_GT_0.9,Dead_Features_Base,Dead_Features_Target,Geometric_Similarity,Jaccard_Mean,Activation_Corr,Weighted_Jaccard,L0_Ratio
google_gemma-3-1b-it,bfloat16 (Base),bfloat16,1.0,1.0,1108.2317,1.0,1.0,,,,,,,,,,,,,
google_gemma-3-1b-it,gptq,bfloat16,0.9852461218833923,0.971914529800415,1111.6443,1.0030792951583862,0.20540364583333334,0.9825303554534912,0.9735785722732544,0.9563801884651184,0.94091796875,0.9281684160232544,0.9373372197151184,2.0,1.0,0.9852461218833923,0.14571796357631683,0.01426989661476634,0.16631300747394562,1.0
google_gemma-3-1b-it,hqq,bfloat16,0.9849164485931396,0.9773630499839783,1110.734,1.0022579431533813,0.2036675347222222,0.9833984375,0.9731987714767456,0.9554579257965088,0.9398871660232544,0.92822265625,0.9440646767616272,1.0,1.0,0.9849164485931396,0.13967715203762054,0.09190660476239111,0.1802041381597519,1.0
google_gemma-3-1b-it,int4,bfloat16,0.9821709394454956,0.984343409538269,1108.3866,1.000139832496643,0.20052083333333334,0.9772135615348816,0.9686415195465088,0.9538845419883728,0.94091796875,0.9284396767616272,0.9568684697151184,2.0,1.0,0.9821709394454956,0.1421801745891571,-0.05950468304887389,0.1721174418926239,1.0
google_gemma-3-1b-it,fp8,bfloat16,0.9863884449005127,0.9788480401039124,1110.187,1.0017644166946411,0.20458984375,0.9840494990348816,0.9742295742034912,0.9579535722732544,0.9440104365348816,0.9286566972732544,0.9464518427848816,0.0,1.0,0.9863884449005127,0.13496033847332,0.09243763990119246,0.18264839053153992,1.0
google_gemma-3-1b-it,awq,bfloat16,0.205924391746521,0.11558470129966736,1076.7062,0.9715533256530762,0.15592447916666666,0.0,0.0,0.0,0.0,0.0,0.0,1171.0,2720.0,0.205924391746521,0.024153372272849083,0.006481771136134389,1.740238353420409e-08,1.0
