Layer,Mean_Abs_Diff,Max_Diff,Correlation
0,7.255499362945557,122.703125,0.060858942568302155
13,373.2999572753906,8048.0,0.2074735015630722
19,3464.965087890625,40960.0,0.10999855399131775
