layer,kl_mean,kl_std,method
14,1.1860898733139038,0.8805109858512878,awq
15,1.3619725704193115,0.9156331419944763,awq
16,2.315657138824463,1.614011287689209,awq
17,2.5159006118774414,1.6143122911453247,awq
18,2.4658291339874268,1.6140364408493042,awq
19,2.73970365524292,1.8136513233184814,awq
20,2.9468884468078613,1.9612857103347778,awq
21,3.319584846496582,2.2177257537841797,awq
22,3.700929880142212,2.554185390472412,awq
23,3.87134051322937,2.64449143409729,awq
24,7.343095779418945,4.688162803649902,awq
25,5.9964141845703125,4.038692951202393,awq
