layer,kl_mean,kl_std,method
6,19.686989,2.2074823,fp8
7,19.826014,1.9186519,fp8
8,19.834408,1.8886298,fp8
9,19.64986,2.3558323,fp8
10,19.63249,2.5603447,fp8
11,19.488857,2.7395911,fp8
12,19.195406,3.0483463,fp8
13,18.98256,3.2382386,fp8
14,18.488857,3.7376807,fp8
15,18.21274,3.9775689,fp8
16,17.51904,4.088055,fp8
17,16.412678,4.598699,fp8
18,15.5805855,4.773141,fp8
19,15.170254,4.8403115,fp8
20,14.224047,4.9818807,fp8
21,13.531782,4.9611726,fp8
22,12.885381,4.9888873,fp8
23,12.418497,5.05342,fp8
24,12.114117,5.0836806,fp8
25,12.072849,5.0494657,fp8
26,11.629779,5.19347,fp8
27,11.382532,5.514406,fp8
28,11.487793,5.534691,fp8
29,11.895644,5.5497465,fp8
30,12.357194,5.8283854,fp8
31,12.446346,6.0494328,fp8
32,12.3061,6.168976,fp8
33,12.576629,6.3938537,fp8
0,20.349663,0.45645982,int4
1,20.090893,0.5554231,int4
2,20.088379,0.61763984,int4
3,20.181782,0.54965603,int4
4,20.218428,0.5522139,int4
5,20.206171,0.5821407,int4
6,20.210928,0.5738145,int4
7,20.195217,0.5823792,int4
8,20.215286,0.57060605,int4
9,20.21754,0.5737629,int4
10,20.245958,0.56552935,int4
11,20.236563,0.5730364,int4
12,20.192924,0.5886626,int4
13,20.158432,0.5296723,int4
14,20.134165,0.5969494,int4
15,20.098988,0.63604635,int4
16,19.98785,0.6647367,int4
17,19.933767,0.58051306,int4
18,19.886398,0.59172034,int4
19,19.818663,0.6009581,int4
20,19.773417,0.5843406,int4
21,19.732,0.6329707,int4
22,19.69234,0.5932966,int4
23,19.740255,0.61137253,int4
24,19.719194,0.60494655,int4
25,19.688103,0.5909297,int4
26,19.702085,0.59383136,int4
27,19.738853,0.5984506,int4
28,19.758802,0.5979078,int4
29,19.804752,0.59747005,int4
30,19.857365,0.5920243,int4
31,19.927591,0.5874694,int4
32,19.969732,0.5845306,int4
33,20.007242,0.56917536,int4
0,18.231688,5.051787,float16
1,18.579643,3.5372162,float16
2,18.804731,3.2716196,float16
3,18.872877,3.604632,float16
4,19.111042,3.3779194,float16
5,19.222963,3.174318,float16
6,19.502417,2.6798475,float16
7,19.688303,2.3540506,float16
8,19.663038,2.4503305,float16
9,19.762928,2.2280457,float16
10,19.81213,2.2254195,float16
11,19.716284,2.4016495,float16
12,19.501518,2.601648,float16
13,19.430285,2.6319122,float16
14,19.12423,2.9902456,float16
15,19.02211,3.0444238,float16
16,17.810472,3.955009,float16
17,16.553032,4.5151873,float16
18,15.862007,4.7551622,float16
19,14.842886,4.9321218,float16
20,14.213184,4.965522,float16
21,13.351039,5.0838594,float16
22,12.813528,4.9988136,float16
23,12.072473,5.1436114,float16
24,11.841837,5.1557317,float16
25,11.922516,5.182275,float16
26,11.722121,5.172764,float16
27,11.407718,5.5793495,float16
28,11.71519,5.6293073,float16
29,12.088076,5.613103,float16
30,12.07254,5.73741,float16
31,12.192498,5.986309,float16
32,11.874606,6.176938,float16
33,12.544611,6.1565437,float16
0,20.349663,0.45645982,int8
1,20.090893,0.5554231,int8
2,20.088379,0.61763984,int8
3,20.181782,0.54965603,int8
4,20.218428,0.5522139,int8
5,20.206171,0.5821407,int8
6,20.210928,0.5738145,int8
7,20.195217,0.5823792,int8
8,20.215286,0.57060605,int8
9,20.21754,0.5737629,int8
10,20.245958,0.56552935,int8
11,20.236563,0.5730364,int8
12,20.192924,0.5886626,int8
13,20.158432,0.5296723,int8
14,20.134165,0.5969494,int8
15,20.098988,0.63604635,int8
16,19.98785,0.6647367,int8
17,19.933767,0.58051306,int8
18,19.886398,0.59172034,int8
19,19.818663,0.6009581,int8
20,19.773417,0.5843406,int8
21,19.732,0.6329707,int8
22,19.69234,0.5932966,int8
23,19.740255,0.61137253,int8
24,19.719194,0.60494655,int8
25,19.688103,0.5909297,int8
26,19.702085,0.59383136,int8
27,19.738853,0.5984506,int8
28,19.758802,0.5979078,int8
29,19.804752,0.59747005,int8
30,19.857365,0.5920243,int8
31,19.927591,0.5874694,int8
32,19.969732,0.5845306,int8
33,20.007242,0.56917536,int8
0,19.128515,3.774516,gptq
1,18.6145,3.6353483,gptq
2,18.566378,3.7600846,gptq
3,18.71075,3.9747798,gptq
4,19.056433,3.5741765,gptq
5,19.080748,3.460053,gptq
6,19.34825,3.048042,gptq
7,19.474281,2.738789,gptq
8,19.432869,2.8466544,gptq
9,19.39129,2.878706,gptq
10,19.121237,3.4740613,gptq
11,18.88622,3.7086694,gptq
12,18.602589,3.862912,gptq
13,18.443638,3.9626594,gptq
14,18.105728,4.1387687,gptq
15,18.187832,3.8277378,gptq
16,17.060432,4.554725,gptq
17,16.331936,4.7783155,gptq
18,16.00224,4.6407824,gptq
19,15.732366,4.5212145,gptq
20,15.269049,4.6676645,gptq
21,14.645273,4.7714925,gptq
22,14.162611,4.7365303,gptq
23,13.95809,4.7257066,gptq
24,14.261733,4.6841993,gptq
25,13.776776,4.7375045,gptq
26,13.851429,4.79284,gptq
27,13.305571,4.899372,gptq
28,13.92997,4.865585,gptq
29,14.148914,5.37601,gptq
30,15.142542,5.147438,gptq
31,15.831871,5.1855173,gptq
32,15.379436,5.921416,gptq
33,15.194673,6.0399675,gptq
