layer,kl_mean,kl_std,method
20,0.1503596156835556,0.2514042556285858,awq
21,0.15263430774211884,0.2778799831867218,awq
22,0.1588367074728012,0.26080572605133057,awq
23,0.1737893521785736,0.29353129863739014,awq
24,0.17758700251579285,0.3172677159309387,awq
25,0.17985385656356812,0.3756096363067627,awq
26,0.17821303009986877,0.35622552037239075,awq
27,0.1818094551563263,0.4356972575187683,awq
28,0.18882356584072113,0.44743549823760986,awq
29,0.19555935263633728,0.4971157908439636,awq
30,0.15963762998580933,0.3130496144294739,awq
31,0.08419239521026611,0.2041044384241104,awq
0,0.03069249354302883,0.022028911858797073,hqq
1,0.05495695397257805,0.039322927594184875,hqq
2,0.07714491337537766,0.05353759601712227,hqq
3,0.11735182255506516,0.086710125207901,hqq
4,0.1304156333208084,0.09816694259643555,hqq
5,0.1388006955385208,0.10453630238771439,hqq
6,0.1444961428642273,0.11581744253635406,hqq
7,0.1428062915802002,0.10892315953969955,hqq
8,0.15414629876613617,0.143593892455101,hqq
9,0.15092287957668304,0.13128647208213806,hqq
10,0.1526477336883545,0.13745050132274628,hqq
11,0.16593119502067566,0.17052266001701355,hqq
12,0.1458819955587387,0.1434183120727539,hqq
13,0.1395973414182663,0.14127446711063385,hqq
14,0.13510610163211823,0.15529870986938477,hqq
15,0.11857583373785019,0.11871395260095596,hqq
16,0.10834841430187225,0.13187672197818756,hqq
17,0.10536470264196396,0.175506591796875,hqq
18,0.10887156426906586,0.30862876772880554,hqq
19,0.10418428480625153,0.3080667555332184,hqq
20,0.10682418942451477,0.24405233561992645,hqq
21,0.11192377656698227,0.2550590932369232,hqq
22,0.11437826603651047,0.2845933437347412,hqq
23,0.12284760177135468,0.2957203984260559,hqq
24,0.12187425792217255,0.25606033205986023,hqq
25,0.12680892646312714,0.28342726826667786,hqq
26,0.13041046261787415,0.3023431897163391,hqq
27,0.1305624395608902,0.2937999367713928,hqq
28,0.12968605756759644,0.27905094623565674,hqq
29,0.14091789722442627,0.41316932439804077,hqq
30,0.11988075822591782,0.2722674608230591,hqq
31,0.0713195875287056,0.1826392561197281,hqq
