scope,layer,mean,std,low_entropy_frac,method
layer,2,0.008579183,,1.0,awq
layer,3,0.07209025,,1.0,awq
layer,4,0.17770737,,1.0,awq
layer,5,0.22836769,,1.0,awq
layer,6,0.026075868,,1.0,awq
layer,7,0.5041321,,0.96875,awq
layer,8,0.8566913,,0.71875,awq
layer,9,0.15646407,,1.0,awq
layer,10,0.046812624,,1.0,awq
layer,11,0.039388917,,1.0,awq
layer,12,0.059387133,,1.0,awq
layer,13,0.1119431,,1.0,awq
layer,14,0.017578404,,1.0,awq
layer,15,0.3787375,,1.0,awq
layer,16,0.2855841,,1.0,awq
layer,17,0.17427449,,1.0,awq
layer,18,0.13382936,,1.0,awq
layer,19,0.24258052,,1.0,awq
layer,20,0.14016482,,1.0,awq
layer,21,0.17458725,,1.0,awq
layer,22,0.2167189,,1.0,awq
layer,23,0.57539093,,0.96875,awq
layer,24,0.19690855,,1.0,awq
layer,25,0.25407594,,1.0,awq
layer,26,0.42639595,,1.0,awq
layer,27,0.54715705,,0.9375,awq
layer,28,0.6013616,,0.875,awq
layer,29,2.093073,,0.0,awq
layer,30,0.5821074,,0.90625,awq
layer,31,0.5867603,,0.96875,awq
layer,32,0.75147146,,0.875,awq
layer,33,0.5591047,,0.96875,awq
layer,34,0.33790195,,0.96875,awq
layer,35,0.61304426,,0.96875,awq
layer,36,0.3684275,,0.96875,awq
layer,37,0.20714396,,1.0,awq
layer,38,0.33852607,,1.0,awq
layer,39,0.28734702,,1.0,awq
layer,40,0.18391389,,1.0,awq
layer,41,0.25578934,,1.0,awq
layer,42,0.17878777,,1.0,awq
layer,43,0.1923562,,1.0,awq
layer,44,0.20917085,,1.0,awq
layer,45,0.22097456,,1.0,awq
layer,46,0.41619074,,1.0,awq
layer,47,0.9097609,,0.71875,awq
layer,48,0.32011956,,1.0,awq
layer,49,0.06253399,,1.0,awq
layer,50,0.33445165,,1.0,awq
layer,51,0.16460088,,1.0,awq
layer,52,0.11194451,,1.0,awq
layer,53,0.6830805,,0.875,awq
layer,54,0.16480787,,1.0,awq
layer,55,0.5056789,,1.0,awq
layer,56,0.92067885,,0.65625,awq
layer,57,0.078819744,,1.0,awq
layer,58,0.759248,,0.78125,awq
layer,59,2.56491,,0.0625,awq
layer,60,0.68140924,,0.90625,awq
layer,61,1.0857875,,0.46875,awq
global,-1,0.23630336,0.261991947889328,0.969758064516129,gptq
layer,0,0.017787917,,1.0,gptq
layer,1,0.06893598,,1.0,gptq
layer,2,0.02085599,,1.0,gptq
layer,3,0.06388468,,1.0,gptq
layer,4,0.11148352,,1.0,gptq
layer,5,0.07430524,,1.0,gptq
layer,6,0.039525837,,1.0,gptq
layer,7,0.06507674,,1.0,gptq
layer,8,0.07280025,,1.0,gptq
layer,9,0.08104949,,1.0,gptq
layer,10,0.06080272,,1.0,gptq
layer,11,0.02689952,,1.0,gptq
layer,12,0.04603637,,1.0,gptq
layer,13,0.07853657,,1.0,gptq
layer,14,0.04414825,,1.0,gptq
layer,15,0.039347574,,1.0,gptq
layer,16,0.039579846,,1.0,gptq
layer,17,0.06338158,,1.0,gptq
layer,18,0.048651554,,1.0,gptq
layer,19,0.08258438,,1.0,gptq
layer,20,0.04975106,,1.0,gptq
layer,21,0.0806247,,1.0,gptq
layer,22,0.12793675,,1.0,gptq
layer,23,0.1625376,,1.0,gptq
layer,24,0.14172228,,1.0,gptq
layer,25,0.14884508,,1.0,gptq
layer,26,0.17288898,,1.0,gptq
layer,27,0.27306795,,1.0,gptq
layer,28,0.18674012,,1.0,gptq
layer,29,0.8395877,,0.84375,gptq
layer,30,0.19615321,,1.0,gptq
layer,31,0.31672534,,1.0,gptq
layer,32,0.43165457,,1.0,gptq
layer,33,0.37485185,,1.0,gptq
layer,34,0.20162623,,1.0,gptq
layer,35,0.81757796,,0.75,gptq
layer,36,0.30495417,,1.0,gptq
layer,37,0.19340414,,1.0,gptq
layer,38,0.398219,,1.0,gptq
layer,39,0.24647012,,1.0,gptq
layer,40,0.12307282,,1.0,gptq
layer,41,0.3732251,,1.0,gptq
layer,42,0.2800883,,1.0,gptq
layer,43,0.1670798,,1.0,gptq
layer,44,0.14275794,,1.0,gptq
layer,45,0.13561702,,1.0,gptq
layer,46,0.22996919,,1.0,gptq
layer,47,0.9703709,,0.5,gptq
layer,48,0.09419955,,1.0,gptq
layer,49,0.12055028,,1.0,gptq
layer,50,0.1351615,,1.0,gptq
layer,51,0.26224038,,1.0,gptq
layer,52,0.21267542,,1.0,gptq
layer,53,0.70693123,,0.96875,gptq
layer,54,0.28922004,,1.0,gptq
layer,55,0.21250167,,1.0,gptq
layer,56,0.44659185,,0.96875,gptq
layer,57,0.17696364,,1.0,gptq
layer,58,0.33570695,,1.0,gptq
layer,59,0.96473503,,0.5625,gptq
layer,60,0.4686896,,1.0,gptq
layer,61,0.9914472,,0.53125,gptq
