layer,kl_mean,kl_std,method
0,0.002485208,0.002184036,fp8
1,0.0024400598,0.0020793476,fp8
2,0.002626231,0.0022979716,fp8
3,0.0031230107,0.0026641965,fp8
4,0.0036395278,0.0037262172,fp8
5,0.003954483,0.006235458,fp8
6,0.0049008355,0.008361825,fp8
7,0.0053053335,0.005142422,fp8
8,0.0065415897,0.022884225,fp8
9,0.0074247033,0.042911626,fp8
10,0.0075045144,0.036276914,fp8
11,0.009650517,0.08181253,fp8
12,0.008870646,0.02709047,fp8
13,0.008712992,0.026614487,fp8
14,0.008877822,0.028353877,fp8
15,0.008861443,0.023309821,fp8
16,0.009646338,0.033086076,fp8
17,0.010235927,0.024525624,fp8
18,0.009797352,0.024174813,fp8
19,0.009538005,0.028946307,fp8
20,0.00878421,0.017244892,fp8
21,0.009324719,0.030642569,fp8
22,0.009418116,0.03174836,fp8
23,0.009183575,0.04815309,fp8
24,0.008158586,0.014675709,fp8
25,0.008863636,0.029773358,fp8
26,0.0064519327,0.009745464,fp8
27,0.01043438,0.06588921,fp8
0,0.02734946,0.022311987,int4
1,0.027358852,0.022779414,int4
2,0.030385552,0.025099043,int4
3,0.037551768,0.033837304,int4
4,0.045475613,0.044012334,int4
5,0.05106939,0.06378096,int4
6,0.05930046,0.07136291,int4
7,0.06606599,0.077327006,int4
8,0.076153696,0.08268718,int4
9,0.0772303,0.07490867,int4
10,0.077122286,0.08688071,int4
11,0.086253785,0.08747414,int4
12,0.09394176,0.10601484,int4
13,0.09104297,0.081829764,int4
14,0.097553246,0.09438406,int4
15,0.09672763,0.095940344,int4
16,0.10534764,0.10914037,int4
17,0.11083956,0.11353933,int4
18,0.10500803,0.12887926,int4
19,0.102822945,0.13032046,int4
20,0.099222034,0.13870075,int4
21,0.09901611,0.14241986,int4
22,0.102038756,0.13843222,int4
23,0.092184216,0.12925735,int4
24,0.09604878,0.16487542,int4
25,0.097816676,0.14493291,int4
26,0.077027895,0.1421071,int4
27,0.088321656,0.20075619,int4
0,4.36752e-06,6.258662e-05,float16
1,0.00012559292,0.00025727262,float16
2,0.00023771155,0.00032945749,float16
3,0.00034181488,0.00042763157,float16
4,0.00041280434,0.0004471908,float16
5,0.00045251267,0.0004717161,float16
6,0.0005359858,0.00056849275,float16
7,0.0005916636,0.0005845906,float16
8,0.0006342418,0.0006208532,float16
9,0.00066928484,0.00066741416,float16
10,0.00066664367,0.000654685,float16
11,0.0007450452,0.00071847904,float16
12,0.00076927926,0.00068847236,float16
13,0.0007662886,0.00071228977,float16
14,0.0007990822,0.00076934614,float16
15,0.00078834296,0.00069889537,float16
16,0.0008745765,0.00078528625,float16
17,0.0009053966,0.0008464898,float16
18,0.00085099746,0.00086997246,float16
19,0.0008519297,0.0008960036,float16
20,0.00079641625,0.00077640224,float16
21,0.0007855931,0.00078838685,float16
22,0.0007621493,0.0008916599,float16
23,0.0006753929,0.000780812,float16
24,0.0006362107,0.0011089552,float16
25,0.00063259347,0.0009390281,float16
26,0.0005215565,0.00071206974,float16
27,0.001354942,0.020250605,float16
0,0.0077557717,0.021636276,int8
1,0.005253687,0.012411274,int8
2,0.0050812387,0.012133207,int8
3,0.0051424233,0.01242253,int8
4,0.0053338916,0.026974933,int8
5,0.0054489844,0.029307596,int8
6,0.00548933,0.03849473,int8
7,0.005341855,0.034392744,int8
8,0.009028591,0.15019907,int8
9,0.008850847,0.16588426,int8
10,0.0078113717,0.107850544,int8
11,0.009535217,0.14047113,int8
12,0.007854574,0.055275865,int8
13,0.007768614,0.053027052,int8
14,0.008666032,0.054205038,int8
15,0.00861262,0.04506412,int8
16,0.010130898,0.067132905,int8
17,0.011110148,0.070885636,int8
18,0.0091151055,0.041604787,int8
19,0.009538766,0.044366427,int8
20,0.008772401,0.030751865,int8
21,0.00857615,0.03308121,int8
22,0.009898549,0.044060178,int8
23,0.010566472,0.08935293,int8
24,0.009947929,0.08409116,int8
25,0.011139383,0.10878286,int8
26,0.008503208,0.06493661,int8
27,0.043476317,0.2860538,int8
0,0.021883449,0.020364217,gptq
1,0.0202957,0.019453563,gptq
2,0.022933425,0.021017604,gptq
3,0.029784197,0.027135411,gptq
4,0.039472446,0.03961341,gptq
5,0.04554831,0.057923075,gptq
6,0.057749588,0.07635367,gptq
7,0.06887769,0.1031413,gptq
8,0.083535194,0.17645949,gptq
9,0.088187434,0.18970166,gptq
10,0.08954692,0.14102061,gptq
11,0.1049003,0.18307008,gptq
12,0.10765224,0.1238696,gptq
13,0.10697615,0.10657705,gptq
14,0.11379205,0.11812633,gptq
15,0.11051764,0.11296109,gptq
16,0.117758594,0.12308174,gptq
17,0.12533152,0.12934203,gptq
18,0.11316152,0.1175495,gptq
19,0.113712505,0.12511791,gptq
20,0.10688679,0.1287087,gptq
21,0.11017413,0.13110699,gptq
22,0.11665656,0.17427275,gptq
23,0.10150286,0.14898445,gptq
24,0.104014345,0.19521624,gptq
25,0.10662659,0.18526696,gptq
26,0.0827067,0.12976353,gptq
27,0.09699168,0.24929628,gptq
0,0.028338506817817688,0.026282858103513718,awq
1,0.024694377556443214,0.023765455931425095,awq
2,0.028166722506284714,0.025532199069857597,awq
3,0.036956317722797394,0.03337449952960014,awq
4,0.04380083456635475,0.04735433682799339,awq
5,0.047075122594833374,0.05307928845286369,awq
6,0.05867506191134453,0.05784417688846588,awq
7,0.06631480157375336,0.06231537461280823,awq
8,0.07584045827388763,0.07446932792663574,awq
9,0.07940059155225754,0.07194358855485916,awq
10,0.08502724021673203,0.08297862857580185,awq
11,0.0971560850739479,0.09445710480213165,awq
12,0.10221271216869354,0.10115436464548111,awq
13,0.10405493527650833,0.09817707538604736,awq
14,0.11159753054380417,0.10612649470567703,awq
15,0.11228478699922562,0.11762271076440811,awq
16,0.11764966696500778,0.1132962554693222,awq
17,0.12582504749298096,0.12035870552062988,awq
18,0.1204020157456398,0.14807896316051483,awq
19,0.1172308698296547,0.15233391523361206,awq
20,0.10941331088542938,0.12323848158121109,awq
21,0.11333069950342178,0.17239345610141754,awq
22,0.11160732060670853,0.1711200326681137,awq
23,0.10275952517986298,0.16567210853099823,awq
24,0.10724449157714844,0.24329562485218048,awq
25,0.10578998923301697,0.16460910439491272,awq
26,0.08460351824760437,0.1360156238079071,awq
27,0.11104203760623932,0.2741159200668335,awq
0,0.02346283569931984,0.019378533586859703,hqq
1,0.030571097508072853,0.027156220749020576,hqq
2,0.03427094221115112,0.02869357354938984,hqq
3,0.04283347353339195,0.03646428883075714,hqq
4,0.051842428743839264,0.050620172172784805,hqq
5,0.05649116635322571,0.07316485047340393,hqq
6,0.06779351085424423,0.09040682762861252,hqq
7,0.07252483814954758,0.0820787250995636,hqq
8,0.07756077498197556,0.08186585456132889,hqq
9,0.08233978599309921,0.07830522954463959,hqq
10,0.0850396677851677,0.08701030910015106,hqq
11,0.09405701607465744,0.1043705865740776,hqq
12,0.09743532538414001,0.09799778461456299,hqq
13,0.09313046932220459,0.08270516991615295,hqq
14,0.09834995865821838,0.09256541728973389,hqq
15,0.09805744141340256,0.09048120677471161,hqq
16,0.10488208383321762,0.12003675103187561,hqq
17,0.11528380215167999,0.12565535306930542,hqq
18,0.10513269156217575,0.13882318139076233,hqq
19,0.10456119477748871,0.14216315746307373,hqq
20,0.10009292513132095,0.13562650978565216,hqq
21,0.09795767068862915,0.13137829303741455,hqq
22,0.10200954228639603,0.1347680240869522,hqq
23,0.08863560110330582,0.11632277816534042,hqq
24,0.09183725714683533,0.1425507664680481,hqq
25,0.09215598553419113,0.13427357375621796,hqq
26,0.07338783144950867,0.10845402628183365,hqq
27,0.08455939590930939,0.17856824398040771,hqq
