Layer,Mean_Abs_Diff,Max_Diff,Correlation
0,0.07891391217708588,5.04296875,0.9921129941940308
14,0.48082536458969116,48.0,0.9990821480751038
21,0.7484558820724487,48.0,0.9978756308555603
