BaseFeatureIdx,GeometricSim,FunctionalJaccard
0,0.91239643,0.15935855675269356
1,0.8039445,0.14193548387096774
2,0.9443345,0.816617137196632
3,0.9772188,0.48392857142857143
4,0.7146661,0.18557919621749408
5,0.7160549,0.35406698564593303
6,0.4845021,0.7834435673138468
7,0.9531524,0.20615384615384616
8,0.95233864,0.6982160555004956
9,0.77354664,0.11522633744855967
10,0.9875659,0.6325301204819277
11,0.99616104,0.7122736418511066
12,0.80463576,0.41573994867408043
13,0.917755,0.5780346820809249
14,0.968957,0.7914438502673797
15,0.8991776,0.3835616438356164
16,0.58812004,0.21338912133891214
17,0.9550047,0.7329629629629629
18,0.7094888,0.1737242128121607
19,0.80825144,0.1984768059081468
20,0.9773177,0.7157065893079154
21,0.88419944,0.2916666666666667
22,0.9317496,0.2999279019466474
23,0.95938903,0.4454664914586071
24,0.9812291,0.3352941176470588
25,0.96574444,0.3488372093023256
26,0.8358033,0.2714570858283433
27,0.96057737,0.5663801337153773
28,0.7204797,0.30149253731343284
29,0.85837156,0.666887417218543
30,0.9599745,0.24866023579849947
31,0.95634323,0.38028169014084506
32,0.972359,0.6341847997477137
33,0.7778583,0.16531294792164358
34,0.71920925,0.364477335800185
35,0.95367736,0.5363276089828269
36,0.77659667,0.0
37,0.9040801,0.5108917631041525
38,0.988919,0.5408673894912427
39,0.87985873,0.4272
40,0.9064004,0.28511655708308425
41,0.9431387,0.7015864332603938
42,0.6862444,0.15363881401617252
43,0.7537269,0.17903930131004367
44,0.9110389,0.3485221674876847
45,0.9799135,0.6443594646271511
46,0.99073225,0.4766619519094767
47,0.78192216,0.03125
48,0.9615126,0.44563279857397503
49,0.6829119,0.0
50,0.9687399,0.6660751257024549
51,0.9711059,0.4691358024691358
52,0.75356084,0.2627471383975026
53,0.9011874,0.3623548922056385
54,0.8966578,0.16137931034482758
55,0.9072367,0.47074468085106386
56,0.8708247,0.40571088637715647
57,0.99399817,0.7185017026106697
58,0.69400954,0.3181494661921708
59,0.8927073,0.41895923102419624
60,0.65938014,0.01694915254237288
61,0.9742062,0.3350253807106599
62,0.9727423,0.6359430604982207
63,0.7880574,0.31351351351351353
64,0.6185939,0.15498442367601245
65,0.98335373,0.38878504672897196
66,0.836217,0.7155184221339542
67,0.64071524,0.25806451612903225
68,0.984755,0.4546448087431694
69,0.90162295,0.2926500337154417
70,0.964012,0.5273856578204404
71,0.92937684,0.5723527408920668
72,0.9735903,0.4140845070422535
73,0.8941805,0.35530257639304974
74,0.94812566,0.5383603682595353
75,0.9683548,0.5661016949152542
76,0.9471504,0.41185527328714394
77,0.97863,0.6583629893238434
78,0.7983515,0.25407608695652173
79,0.9720653,0.060327706057596825
80,0.90892005,0.40409879138202837
81,0.9239694,0.5082530949105915
82,0.9086696,0.42283051834595226
83,0.9789982,0.6646843549862763
84,0.9585018,0.43773119605425403
85,0.94811267,0.4252577319587629
86,0.97699887,0.5706679574056147
87,0.8226239,0.18872549019607843
88,0.9885386,0.5861212005352705
89,0.45960706,0.09253499222395023
90,0.8202083,0.08795443122801139
91,0.6470963,0.17446808510638298
92,0.9696942,0.3669667805029494
93,0.9862909,0.6599462365591398
