Layer,Mean_Abs_Diff,Max_Diff,Correlation
0,0.01960787922143936,0.87109375,0.9995831847190857
14,0.1351315677165985,112.0,0.9998058080673218
21,0.21471673250198364,112.0,0.9997343420982361
