Layer,Mean_Abs_Diff,Max_Diff,Correlation
0,0.08121301978826523,2.46875,0.9915363192558289
14,0.5283753275871277,112.0,0.9973654747009277
21,0.8263204097747803,128.0,0.996026873588562
