Layer,Mean_Abs_Diff,Max_Diff,Correlation
0,0.069737009704113,1.6640625,0.994065523147583
14,0.5303182005882263,80.0,0.9968717694282532
21,0.8419027328491211,64.0,0.9956326484680176
