scope,layer,mean,std,low_entropy_frac,method,model
layer,26,0.2592524,,1.0,bfloat16,google_gemma-3-4b-it
layer,27,0.23653457,,1.0,bfloat16,google_gemma-3-4b-it
layer,28,0.12964986,,1.0,bfloat16,google_gemma-3-4b-it
layer,29,0.451981,,1.0,bfloat16,google_gemma-3-4b-it
layer,30,0.35798866,,1.0,bfloat16,google_gemma-3-4b-it
layer,31,0.11908646,,1.0,bfloat16,google_gemma-3-4b-it
layer,32,0.14344397,,1.0,bfloat16,google_gemma-3-4b-it
layer,33,0.37103683,,1.0,bfloat16,google_gemma-3-4b-it
global,-1,0.21877281,0.2270866334438324,0.9742647058823528,awq,google_gemma-3-4b-it
layer,0,0.0272002,,1.0,awq,google_gemma-3-4b-it
layer,1,0.016151622,,1.0,awq,google_gemma-3-4b-it
layer,2,0.023134936,,1.0,awq,google_gemma-3-4b-it
layer,3,0.026965346,,1.0,awq,google_gemma-3-4b-it
layer,4,0.03697083,,1.0,awq,google_gemma-3-4b-it
layer,5,0.10189096,,1.0,awq,google_gemma-3-4b-it
layer,6,0.040563516,,1.0,awq,google_gemma-3-4b-it
layer,7,0.033312272,,1.0,awq,google_gemma-3-4b-it
layer,8,0.042973753,,1.0,awq,google_gemma-3-4b-it
layer,9,0.055371016,,1.0,awq,google_gemma-3-4b-it
layer,10,0.061022077,,1.0,awq,google_gemma-3-4b-it
layer,11,0.37131166,,1.0,awq,google_gemma-3-4b-it
layer,12,0.11392462,,1.0,awq,google_gemma-3-4b-it
layer,13,0.14027846,,1.0,awq,google_gemma-3-4b-it
layer,14,0.17406899,,1.0,awq,google_gemma-3-4b-it
layer,15,0.17485616,,1.0,awq,google_gemma-3-4b-it
layer,16,0.19765174,,1.0,awq,google_gemma-3-4b-it
layer,17,0.46817744,,1.0,awq,google_gemma-3-4b-it
layer,18,0.1762298,,1.0,awq,google_gemma-3-4b-it
layer,19,0.24028373,,1.0,awq,google_gemma-3-4b-it
layer,20,0.23686342,,1.0,awq,google_gemma-3-4b-it
layer,21,0.2507748,,1.0,awq,google_gemma-3-4b-it
layer,22,0.29406658,,1.0,awq,google_gemma-3-4b-it
layer,23,1.1161996,,0.125,awq,google_gemma-3-4b-it
layer,24,0.22492018,,1.0,awq,google_gemma-3-4b-it
layer,25,0.23943254,,1.0,awq,google_gemma-3-4b-it
layer,26,0.33345407,,1.0,awq,google_gemma-3-4b-it
layer,27,0.19302274,,1.0,awq,google_gemma-3-4b-it
layer,28,0.15891649,,1.0,awq,google_gemma-3-4b-it
layer,29,0.64437735,,1.0,awq,google_gemma-3-4b-it
layer,30,0.54612356,,1.0,awq,google_gemma-3-4b-it
layer,31,0.13439772,,1.0,awq,google_gemma-3-4b-it
layer,32,0.16353594,,1.0,awq,google_gemma-3-4b-it
layer,33,0.37985122,,1.0,awq,google_gemma-3-4b-it
global,-1,0.21672148,0.2538502514362335,0.9705882352941176,hqq,google_gemma-3-4b-it
layer,0,0.027887076,,1.0,hqq,google_gemma-3-4b-it
layer,1,0.023854565,,1.0,hqq,google_gemma-3-4b-it
layer,2,0.026425572,,1.0,hqq,google_gemma-3-4b-it
layer,3,0.021145653,,1.0,hqq,google_gemma-3-4b-it
layer,4,0.036672704,,1.0,hqq,google_gemma-3-4b-it
layer,5,0.090319395,,1.0,hqq,google_gemma-3-4b-it
layer,6,0.0362645,,1.0,hqq,google_gemma-3-4b-it
layer,7,0.02183959,,1.0,hqq,google_gemma-3-4b-it
layer,8,0.025262102,,1.0,hqq,google_gemma-3-4b-it
layer,9,0.051553328,,1.0,hqq,google_gemma-3-4b-it
layer,10,0.04431492,,1.0,hqq,google_gemma-3-4b-it
layer,11,0.27635348,,1.0,hqq,google_gemma-3-4b-it
layer,12,0.092372864,,1.0,hqq,google_gemma-3-4b-it
layer,13,0.11969103,,1.0,hqq,google_gemma-3-4b-it
layer,14,0.13284278,,1.0,hqq,google_gemma-3-4b-it
layer,15,0.27970138,,1.0,hqq,google_gemma-3-4b-it
layer,16,0.17188643,,1.0,hqq,google_gemma-3-4b-it
layer,17,0.6272583,,1.0,hqq,google_gemma-3-4b-it
layer,18,0.18654928,,1.0,hqq,google_gemma-3-4b-it
layer,19,0.2780523,,1.0,hqq,google_gemma-3-4b-it
layer,20,0.2725662,,1.0,hqq,google_gemma-3-4b-it
layer,21,0.28605974,,1.0,hqq,google_gemma-3-4b-it
layer,22,0.3448693,,1.0,hqq,google_gemma-3-4b-it
layer,23,1.3997881,,0.0,hqq,google_gemma-3-4b-it
layer,24,0.18561101,,1.0,hqq,google_gemma-3-4b-it
layer,25,0.21553528,,1.0,hqq,google_gemma-3-4b-it
layer,26,0.25760394,,1.0,hqq,google_gemma-3-4b-it
layer,27,0.2181393,,1.0,hqq,google_gemma-3-4b-it
layer,28,0.13177599,,1.0,hqq,google_gemma-3-4b-it
layer,29,0.477108,,1.0,hqq,google_gemma-3-4b-it
layer,30,0.38979667,,1.0,hqq,google_gemma-3-4b-it
layer,31,0.12096135,,1.0,hqq,google_gemma-3-4b-it
layer,32,0.1348398,,1.0,hqq,google_gemma-3-4b-it
layer,33,0.36362806,,1.0,hqq,google_gemma-3-4b-it
global,-1,0.21433334,0.2478804588317871,0.9705882352941176,fp8,google_gemma-3-4b-it
layer,0,0.028711367,,1.0,fp8,google_gemma-3-4b-it
layer,1,0.024506398,,1.0,fp8,google_gemma-3-4b-it
layer,2,0.025293902,,1.0,fp8,google_gemma-3-4b-it
layer,3,0.019438999,,1.0,fp8,google_gemma-3-4b-it
layer,4,0.03917878,,1.0,fp8,google_gemma-3-4b-it
layer,5,0.08998975,,1.0,fp8,google_gemma-3-4b-it
layer,6,0.035429057,,1.0,fp8,google_gemma-3-4b-it
layer,7,0.019506048,,1.0,fp8,google_gemma-3-4b-it
layer,8,0.029136872,,1.0,fp8,google_gemma-3-4b-it
layer,9,0.050837494,,1.0,fp8,google_gemma-3-4b-it
layer,10,0.042187672,,1.0,fp8,google_gemma-3-4b-it
layer,11,0.2629969,,1.0,fp8,google_gemma-3-4b-it
layer,12,0.09369443,,1.0,fp8,google_gemma-3-4b-it
layer,13,0.11465896,,1.0,fp8,google_gemma-3-4b-it
layer,14,0.13133514,,1.0,fp8,google_gemma-3-4b-it
layer,15,0.27689046,,1.0,fp8,google_gemma-3-4b-it
layer,16,0.17889594,,1.0,fp8,google_gemma-3-4b-it
layer,17,0.6140442,,1.0,fp8,google_gemma-3-4b-it
layer,18,0.18733752,,1.0,fp8,google_gemma-3-4b-it
layer,19,0.27493498,,1.0,fp8,google_gemma-3-4b-it
layer,20,0.2632093,,1.0,fp8,google_gemma-3-4b-it
layer,21,0.2786556,,1.0,fp8,google_gemma-3-4b-it
layer,22,0.3483826,,1.0,fp8,google_gemma-3-4b-it
layer,23,1.3651116,,0.0,fp8,google_gemma-3-4b-it
layer,24,0.18662578,,1.0,fp8,google_gemma-3-4b-it
layer,25,0.22424734,,1.0,fp8,google_gemma-3-4b-it
layer,26,0.2547559,,1.0,fp8,google_gemma-3-4b-it
layer,27,0.20845637,,1.0,fp8,google_gemma-3-4b-it
layer,28,0.12452929,,1.0,fp8,google_gemma-3-4b-it
layer,29,0.4704293,,1.0,fp8,google_gemma-3-4b-it
layer,30,0.38721973,,1.0,fp8,google_gemma-3-4b-it
layer,31,0.123290695,,1.0,fp8,google_gemma-3-4b-it
layer,32,0.1405196,,1.0,fp8,google_gemma-3-4b-it
layer,33,0.37289524,,1.0,fp8,google_gemma-3-4b-it
global,-1,3.6167126,0.0,0.0,int4,google_gemma-3-4b-it
layer,0,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,1,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,2,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,3,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,4,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,5,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,6,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,7,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,8,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,9,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,10,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,11,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,12,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,13,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,14,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,15,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,16,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,17,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,18,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,19,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,20,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,21,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,22,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,23,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,24,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,25,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,26,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,27,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,28,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,29,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,30,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,31,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,32,3.6167126,,0.0,int4,google_gemma-3-4b-it
layer,33,3.6167126,,0.0,int4,google_gemma-3-4b-it
global,-1,0.21451423,0.2501295506954193,0.9705882352941176,float16,google_gemma-3-4b-it
layer,0,0.029596835,,1.0,float16,google_gemma-3-4b-it
layer,1,0.020796563,,1.0,float16,google_gemma-3-4b-it
layer,2,0.02500257,,1.0,float16,google_gemma-3-4b-it
layer,3,0.022740738,,1.0,float16,google_gemma-3-4b-it
layer,4,0.03317285,,1.0,float16,google_gemma-3-4b-it
layer,5,0.08931277,,1.0,float16,google_gemma-3-4b-it
layer,6,0.038593158,,1.0,float16,google_gemma-3-4b-it
layer,7,0.023631297,,1.0,float16,google_gemma-3-4b-it
layer,8,0.029698374,,1.0,float16,google_gemma-3-4b-it
layer,9,0.05516641,,1.0,float16,google_gemma-3-4b-it
layer,10,0.044927895,,1.0,float16,google_gemma-3-4b-it
layer,11,0.28470182,,1.0,float16,google_gemma-3-4b-it
layer,12,0.09834107,,1.0,float16,google_gemma-3-4b-it
layer,13,0.117578775,,1.0,float16,google_gemma-3-4b-it
layer,14,0.14562577,,1.0,float16,google_gemma-3-4b-it
layer,15,0.2880531,,1.0,float16,google_gemma-3-4b-it
layer,16,0.18118589,,1.0,float16,google_gemma-3-4b-it
layer,17,0.67106116,,1.0,float16,google_gemma-3-4b-it
layer,18,0.18856847,,1.0,float16,google_gemma-3-4b-it
layer,19,0.28289855,,1.0,float16,google_gemma-3-4b-it
layer,20,0.26097947,,1.0,float16,google_gemma-3-4b-it
layer,21,0.29671347,,1.0,float16,google_gemma-3-4b-it
layer,22,0.37676042,,1.0,float16,google_gemma-3-4b-it
layer,23,1.3680041,,0.0,float16,google_gemma-3-4b-it
layer,24,0.18608764,,1.0,float16,google_gemma-3-4b-it
layer,25,0.21315783,,1.0,float16,google_gemma-3-4b-it
layer,26,0.25265503,,1.0,float16,google_gemma-3-4b-it
layer,27,0.20901343,,1.0,float16,google_gemma-3-4b-it
layer,28,0.121764876,,1.0,float16,google_gemma-3-4b-it
layer,29,0.4021989,,1.0,float16,google_gemma-3-4b-it
layer,30,0.33489108,,1.0,float16,google_gemma-3-4b-it
layer,31,0.11957595,,1.0,float16,google_gemma-3-4b-it
layer,32,0.1274232,,1.0,float16,google_gemma-3-4b-it
layer,33,0.35360408,,1.0,float16,google_gemma-3-4b-it
global,-1,3.6167126,0.0,0.0,int8,google_gemma-3-4b-it
layer,0,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,1,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,2,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,3,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,4,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,5,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,6,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,7,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,8,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,9,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,10,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,11,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,12,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,13,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,14,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,15,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,16,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,17,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,18,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,19,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,20,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,21,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,22,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,23,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,24,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,25,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,26,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,27,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,28,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,29,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,30,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,31,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,32,3.6167126,,0.0,int8,google_gemma-3-4b-it
layer,33,3.6167126,,0.0,int8,google_gemma-3-4b-it
global,-1,0.251939,0.2924914360046386,0.9705882352941176,gptq,google_gemma-3-4b-it
layer,0,0.030049905,,1.0,gptq,google_gemma-3-4b-it
layer,1,0.020477345,,1.0,gptq,google_gemma-3-4b-it
layer,2,0.024529913,,1.0,gptq,google_gemma-3-4b-it
layer,3,0.022250384,,1.0,gptq,google_gemma-3-4b-it
layer,4,0.038082812,,1.0,gptq,google_gemma-3-4b-it
layer,5,0.09012322,,1.0,gptq,google_gemma-3-4b-it
layer,6,0.03827288,,1.0,gptq,google_gemma-3-4b-it
layer,7,0.020505197,,1.0,gptq,google_gemma-3-4b-it
layer,8,0.02747871,,1.0,gptq,google_gemma-3-4b-it
layer,9,0.05290852,,1.0,gptq,google_gemma-3-4b-it
layer,10,0.04415398,,1.0,gptq,google_gemma-3-4b-it
layer,11,0.26586398,,1.0,gptq,google_gemma-3-4b-it
layer,12,0.088605635,,1.0,gptq,google_gemma-3-4b-it
layer,13,0.11802584,,1.0,gptq,google_gemma-3-4b-it
layer,14,0.14300159,,1.0,gptq,google_gemma-3-4b-it
layer,15,0.27984074,,1.0,gptq,google_gemma-3-4b-it
layer,16,0.17532963,,1.0,gptq,google_gemma-3-4b-it
layer,17,0.6756668,,1.0,gptq,google_gemma-3-4b-it
layer,18,0.20790863,,1.0,gptq,google_gemma-3-4b-it
layer,19,0.30003342,,1.0,gptq,google_gemma-3-4b-it
layer,20,0.29288128,,1.0,gptq,google_gemma-3-4b-it
layer,21,0.3183019,,1.0,gptq,google_gemma-3-4b-it
layer,22,0.4071007,,1.0,gptq,google_gemma-3-4b-it
layer,23,1.5385938,,0.0,gptq,google_gemma-3-4b-it
layer,24,0.23814331,,1.0,gptq,google_gemma-3-4b-it
layer,25,0.24177891,,1.0,gptq,google_gemma-3-4b-it
layer,26,0.3126663,,1.0,gptq,google_gemma-3-4b-it
layer,27,0.26068604,,1.0,gptq,google_gemma-3-4b-it
layer,28,0.16084905,,1.0,gptq,google_gemma-3-4b-it
layer,29,0.65212786,,1.0,gptq,google_gemma-3-4b-it
layer,30,0.55358386,,1.0,gptq,google_gemma-3-4b-it
layer,31,0.17408463,,1.0,gptq,google_gemma-3-4b-it
layer,32,0.19352716,,1.0,gptq,google_gemma-3-4b-it
layer,33,0.55849135,,1.0,gptq,google_gemma-3-4b-it
global,-1,2.7891147,1.131450057029724,0.14625,bfloat16,Qwen_Qwen3-14B
layer,0,3.6253674,,0.0,bfloat16,Qwen_Qwen3-14B
layer,1,3.625356,,0.0,bfloat16,Qwen_Qwen3-14B
layer,2,3.6253228,,0.0,bfloat16,Qwen_Qwen3-14B
layer,3,3.6252754,,0.0,bfloat16,Qwen_Qwen3-14B
layer,4,3.6249428,,0.0,bfloat16,Qwen_Qwen3-14B
layer,5,3.624736,,0.0,bfloat16,Qwen_Qwen3-14B
layer,6,3.6240077,,0.0,bfloat16,Qwen_Qwen3-14B
layer,7,3.568795,,0.0,bfloat16,Qwen_Qwen3-14B
layer,8,3.5849814,,0.0,bfloat16,Qwen_Qwen3-14B
layer,9,3.6216416,,0.0,bfloat16,Qwen_Qwen3-14B
layer,10,3.6137855,,0.0,bfloat16,Qwen_Qwen3-14B
layer,11,3.609858,,0.0,bfloat16,Qwen_Qwen3-14B
layer,12,3.6156723,,0.0,bfloat16,Qwen_Qwen3-14B
layer,13,3.5658467,,0.0,bfloat16,Qwen_Qwen3-14B
layer,14,3.596864,,0.0,bfloat16,Qwen_Qwen3-14B
layer,15,3.6088624,,0.0,bfloat16,Qwen_Qwen3-14B
layer,16,3.5913014,,0.0,bfloat16,Qwen_Qwen3-14B
layer,17,3.5982208,,0.0,bfloat16,Qwen_Qwen3-14B
layer,18,3.5663116,,0.0,bfloat16,Qwen_Qwen3-14B
layer,19,3.5195777,,0.0,bfloat16,Qwen_Qwen3-14B
layer,20,3.3757923,,0.0,bfloat16,Qwen_Qwen3-14B
layer,21,3.4343448,,0.0,bfloat16,Qwen_Qwen3-14B
layer,22,3.3288567,,0.0,bfloat16,Qwen_Qwen3-14B
layer,23,3.220789,,0.0,bfloat16,Qwen_Qwen3-14B
layer,24,2.9331837,,0.0,bfloat16,Qwen_Qwen3-14B
layer,25,3.111078,,0.0,bfloat16,Qwen_Qwen3-14B
layer,26,3.013533,,0.0,bfloat16,Qwen_Qwen3-14B
layer,27,2.503448,,0.0,bfloat16,Qwen_Qwen3-14B
layer,28,2.432172,,0.0,bfloat16,Qwen_Qwen3-14B
layer,29,2.181192,,0.0,bfloat16,Qwen_Qwen3-14B
layer,30,1.8652519,,0.025,bfloat16,Qwen_Qwen3-14B
layer,31,1.9057834,,0.0,bfloat16,Qwen_Qwen3-14B
layer,32,1.3965073,,0.0,bfloat16,Qwen_Qwen3-14B
layer,33,1.2290741,,0.2,bfloat16,Qwen_Qwen3-14B
layer,34,0.86299783,,0.725,bfloat16,Qwen_Qwen3-14B
layer,35,0.69734955,,0.975,bfloat16,Qwen_Qwen3-14B
layer,36,0.65251434,,0.925,bfloat16,Qwen_Qwen3-14B
layer,37,0.5557374,,1.0,bfloat16,Qwen_Qwen3-14B
layer,38,0.52326405,,1.0,bfloat16,Qwen_Qwen3-14B
layer,39,0.30498266,,1.0,bfloat16,Qwen_Qwen3-14B
global,-1,2.7502668,1.1750432252883911,0.1525,awq,Qwen_Qwen3-14B
layer,0,3.6253674,,0.0,awq,Qwen_Qwen3-14B
layer,1,3.625354,,0.0,awq,Qwen_Qwen3-14B
layer,2,3.6253247,,0.0,awq,Qwen_Qwen3-14B
layer,3,3.625297,,0.0,awq,Qwen_Qwen3-14B
layer,4,3.6250832,,0.0,awq,Qwen_Qwen3-14B
layer,5,3.6248238,,0.0,awq,Qwen_Qwen3-14B
layer,6,3.6243653,,0.0,awq,Qwen_Qwen3-14B
layer,7,3.5786812,,0.0,awq,Qwen_Qwen3-14B
layer,8,3.5891995,,0.0,awq,Qwen_Qwen3-14B
layer,9,3.6219318,,0.0,awq,Qwen_Qwen3-14B
layer,10,3.6156425,,0.0,awq,Qwen_Qwen3-14B
layer,11,3.6117752,,0.0,awq,Qwen_Qwen3-14B
layer,12,3.6168609,,0.0,awq,Qwen_Qwen3-14B
layer,13,3.5711815,,0.0,awq,Qwen_Qwen3-14B
layer,14,3.597735,,0.0,awq,Qwen_Qwen3-14B
layer,15,3.6102226,,0.0,awq,Qwen_Qwen3-14B
layer,16,3.5953155,,0.0,awq,Qwen_Qwen3-14B
layer,17,3.5977683,,0.0,awq,Qwen_Qwen3-14B
layer,18,3.5681148,,0.0,awq,Qwen_Qwen3-14B
layer,19,3.5267525,,0.0,awq,Qwen_Qwen3-14B
layer,20,3.3814704,,0.0,awq,Qwen_Qwen3-14B
layer,21,3.4335163,,0.0,awq,Qwen_Qwen3-14B
layer,22,3.306419,,0.0,awq,Qwen_Qwen3-14B
layer,23,3.1890163,,0.0,awq,Qwen_Qwen3-14B
layer,24,2.906765,,0.0,awq,Qwen_Qwen3-14B
layer,25,3.0665467,,0.0,awq,Qwen_Qwen3-14B
layer,26,2.964679,,0.0,awq,Qwen_Qwen3-14B
layer,27,2.4009593,,0.0,awq,Qwen_Qwen3-14B
layer,28,2.3521676,,0.0,awq,Qwen_Qwen3-14B
layer,29,2.0461473,,0.0,awq,Qwen_Qwen3-14B
layer,30,1.7305956,,0.025,awq,Qwen_Qwen3-14B
layer,31,1.7629219,,0.0,awq,Qwen_Qwen3-14B
layer,32,1.27086,,0.075,awq,Qwen_Qwen3-14B
layer,33,1.1172105,,0.25,awq,Qwen_Qwen3-14B
layer,34,0.7506874,,0.8,awq,Qwen_Qwen3-14B
layer,35,0.57094115,,0.975,awq,Qwen_Qwen3-14B
layer,36,0.5479611,,0.975,awq,Qwen_Qwen3-14B
layer,37,0.46924466,,1.0,awq,Qwen_Qwen3-14B
layer,38,0.41684657,,1.0,awq,Qwen_Qwen3-14B
layer,39,0.2489198,,1.0,awq,Qwen_Qwen3-14B
global,-1,2.7737005,1.148251175880432,0.1525,hqq,Qwen_Qwen3-14B
layer,0,3.6253674,,0.0,hqq,Qwen_Qwen3-14B
layer,1,3.6253562,,0.0,hqq,Qwen_Qwen3-14B
layer,2,3.625316,,0.0,hqq,Qwen_Qwen3-14B
layer,3,3.6252723,,0.0,hqq,Qwen_Qwen3-14B
layer,4,3.6248176,,0.0,hqq,Qwen_Qwen3-14B
layer,5,3.6245904,,0.0,hqq,Qwen_Qwen3-14B
layer,6,3.6217492,,0.0,hqq,Qwen_Qwen3-14B
layer,7,3.567685,,0.0,hqq,Qwen_Qwen3-14B
layer,8,3.5887809,,0.0,hqq,Qwen_Qwen3-14B
layer,9,3.6216729,,0.0,hqq,Qwen_Qwen3-14B
layer,10,3.611033,,0.0,hqq,Qwen_Qwen3-14B
layer,11,3.6039414,,0.0,hqq,Qwen_Qwen3-14B
layer,12,3.6114094,,0.0,hqq,Qwen_Qwen3-14B
layer,13,3.5478752,,0.0,hqq,Qwen_Qwen3-14B
layer,14,3.589342,,0.0,hqq,Qwen_Qwen3-14B
layer,15,3.6069648,,0.0,hqq,Qwen_Qwen3-14B
layer,16,3.5873265,,0.0,hqq,Qwen_Qwen3-14B
layer,17,3.5978367,,0.0,hqq,Qwen_Qwen3-14B
layer,18,3.559848,,0.0,hqq,Qwen_Qwen3-14B
layer,19,3.5286536,,0.0,hqq,Qwen_Qwen3-14B
layer,20,3.3510406,,0.0,hqq,Qwen_Qwen3-14B
layer,21,3.417289,,0.0,hqq,Qwen_Qwen3-14B
layer,22,3.3133805,,0.0,hqq,Qwen_Qwen3-14B
layer,23,3.1783001,,0.0,hqq,Qwen_Qwen3-14B
layer,24,2.9221127,,0.0,hqq,Qwen_Qwen3-14B
layer,25,3.0676682,,0.0,hqq,Qwen_Qwen3-14B
layer,26,2.9936075,,0.0,hqq,Qwen_Qwen3-14B
layer,27,2.530007,,0.0,hqq,Qwen_Qwen3-14B
layer,28,2.4165192,,0.0,hqq,Qwen_Qwen3-14B
layer,29,2.1839924,,0.0,hqq,Qwen_Qwen3-14B
layer,30,1.898297,,0.0,hqq,Qwen_Qwen3-14B
layer,31,1.9347721,,0.0,hqq,Qwen_Qwen3-14B
layer,32,1.4370737,,0.025,hqq,Qwen_Qwen3-14B
layer,33,1.1774937,,0.3,hqq,Qwen_Qwen3-14B
layer,34,0.74269915,,0.825,hqq,Qwen_Qwen3-14B
layer,35,0.60230076,,1.0,hqq,Qwen_Qwen3-14B
layer,36,0.5796019,,0.95,hqq,Qwen_Qwen3-14B
layer,37,0.4912433,,1.0,hqq,Qwen_Qwen3-14B
layer,38,0.42484275,,1.0,hqq,Qwen_Qwen3-14B
layer,39,0.29094625,,1.0,hqq,Qwen_Qwen3-14B
global,-1,2.79764,1.1136484146118164,0.1375,fp8,Qwen_Qwen3-14B
layer,0,3.6253674,,0.0,fp8,Qwen_Qwen3-14B
layer,1,3.6253562,,0.0,fp8,Qwen_Qwen3-14B
layer,2,3.6253228,,0.0,fp8,Qwen_Qwen3-14B
layer,3,3.6252732,,0.0,fp8,Qwen_Qwen3-14B
layer,4,3.6249313,,0.0,fp8,Qwen_Qwen3-14B
layer,5,3.624736,,0.0,fp8,Qwen_Qwen3-14B
layer,6,3.6239097,,0.0,fp8,Qwen_Qwen3-14B
layer,7,3.570551,,0.0,fp8,Qwen_Qwen3-14B
layer,8,3.588115,,0.0,fp8,Qwen_Qwen3-14B
layer,9,3.6212375,,0.0,fp8,Qwen_Qwen3-14B
layer,10,3.6144257,,0.0,fp8,Qwen_Qwen3-14B
layer,11,3.6107094,,0.0,fp8,Qwen_Qwen3-14B
layer,12,3.616136,,0.0,fp8,Qwen_Qwen3-14B
layer,13,3.5697236,,0.0,fp8,Qwen_Qwen3-14B
layer,14,3.59703,,0.0,fp8,Qwen_Qwen3-14B
layer,15,3.609427,,0.0,fp8,Qwen_Qwen3-14B
layer,16,3.5915704,,0.0,fp8,Qwen_Qwen3-14B
layer,17,3.5987937,,0.0,fp8,Qwen_Qwen3-14B
layer,18,3.5669549,,0.0,fp8,Qwen_Qwen3-14B
layer,19,3.527446,,0.0,fp8,Qwen_Qwen3-14B
layer,20,3.3803067,,0.0,fp8,Qwen_Qwen3-14B
layer,21,3.4388726,,0.0,fp8,Qwen_Qwen3-14B
layer,22,3.321886,,0.0,fp8,Qwen_Qwen3-14B
layer,23,3.2055275,,0.0,fp8,Qwen_Qwen3-14B
layer,24,2.9125564,,0.0,fp8,Qwen_Qwen3-14B
layer,25,3.0748417,,0.0,fp8,Qwen_Qwen3-14B
layer,26,2.9786706,,0.0,fp8,Qwen_Qwen3-14B
layer,27,2.4732895,,0.0,fp8,Qwen_Qwen3-14B
layer,28,2.4204698,,0.0,fp8,Qwen_Qwen3-14B
layer,29,2.1923802,,0.0,fp8,Qwen_Qwen3-14B
layer,30,1.8944782,,0.0,fp8,Qwen_Qwen3-14B
layer,31,1.9502205,,0.0,fp8,Qwen_Qwen3-14B
layer,32,1.4651687,,0.0,fp8,Qwen_Qwen3-14B
layer,33,1.2941191,,0.125,fp8,Qwen_Qwen3-14B
layer,34,0.91498625,,0.625,fp8,Qwen_Qwen3-14B
layer,35,0.7588361,,0.9,fp8,Qwen_Qwen3-14B
layer,36,0.7059611,,0.875,fp8,Qwen_Qwen3-14B
layer,37,0.58860415,,0.975,fp8,Qwen_Qwen3-14B
layer,38,0.5564593,,1.0,fp8,Qwen_Qwen3-14B
layer,39,0.32095188,,1.0,fp8,Qwen_Qwen3-14B
global,-1,3.6254084,4.76837158203125e-07,0.0,int4,Qwen_Qwen3-14B
