scope,layer,mean,std,low_entropy_frac,method,model
layer,0,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,1,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,2,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,3,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,4,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,5,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,6,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,7,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,8,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,9,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,10,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,11,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,12,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,13,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,14,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,15,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,16,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,17,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,18,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,19,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,20,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,21,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,22,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,23,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,24,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,25,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,26,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,27,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,28,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,29,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,30,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,31,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,32,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,33,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,34,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,35,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,36,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,37,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,38,3.625409,,0.0,int4,Qwen_Qwen3-14B
layer,39,3.625409,,0.0,int4,Qwen_Qwen3-14B
global,-1,2.788502,1.1316756010055542,0.1475,float16,Qwen_Qwen3-14B
layer,0,3.6253674,,0.0,float16,Qwen_Qwen3-14B
layer,1,3.6253562,,0.0,float16,Qwen_Qwen3-14B
layer,2,3.6253228,,0.0,float16,Qwen_Qwen3-14B
layer,3,3.6252759,,0.0,float16,Qwen_Qwen3-14B
layer,4,3.6249428,,0.0,float16,Qwen_Qwen3-14B
layer,5,3.6247356,,0.0,float16,Qwen_Qwen3-14B
layer,6,3.623999,,0.0,float16,Qwen_Qwen3-14B
layer,7,3.568709,,0.0,float16,Qwen_Qwen3-14B
layer,8,3.5850143,,0.0,float16,Qwen_Qwen3-14B
layer,9,3.6216397,,0.0,float16,Qwen_Qwen3-14B
layer,10,3.613788,,0.0,float16,Qwen_Qwen3-14B
layer,11,3.6098678,,0.0,float16,Qwen_Qwen3-14B
layer,12,3.6157036,,0.0,float16,Qwen_Qwen3-14B
layer,13,3.5660577,,0.0,float16,Qwen_Qwen3-14B
layer,14,3.5969558,,0.0,float16,Qwen_Qwen3-14B
layer,15,3.6088653,,0.0,float16,Qwen_Qwen3-14B
layer,16,3.5913093,,0.0,float16,Qwen_Qwen3-14B
layer,17,3.59825,,0.0,float16,Qwen_Qwen3-14B
layer,18,3.566236,,0.0,float16,Qwen_Qwen3-14B
layer,19,3.5166068,,0.0,float16,Qwen_Qwen3-14B
layer,20,3.3730514,,0.0,float16,Qwen_Qwen3-14B
layer,21,3.4334755,,0.0,float16,Qwen_Qwen3-14B
layer,22,3.3308342,,0.0,float16,Qwen_Qwen3-14B
layer,23,3.219216,,0.0,float16,Qwen_Qwen3-14B
layer,24,2.9311016,,0.0,float16,Qwen_Qwen3-14B
layer,25,3.1114295,,0.0,float16,Qwen_Qwen3-14B
layer,26,3.0096326,,0.0,float16,Qwen_Qwen3-14B
layer,27,2.501595,,0.0,float16,Qwen_Qwen3-14B
layer,28,2.430855,,0.0,float16,Qwen_Qwen3-14B
layer,29,2.17627,,0.0,float16,Qwen_Qwen3-14B
layer,30,1.8619373,,0.025,float16,Qwen_Qwen3-14B
layer,31,1.9068768,,0.0,float16,Qwen_Qwen3-14B
layer,32,1.3967901,,0.025,float16,Qwen_Qwen3-14B
layer,33,1.224926,,0.225,float16,Qwen_Qwen3-14B
layer,34,0.8606623,,0.725,float16,Qwen_Qwen3-14B
layer,35,0.69542915,,0.975,float16,Qwen_Qwen3-14B
layer,36,0.656417,,0.925,float16,Qwen_Qwen3-14B
layer,37,0.5660836,,1.0,float16,Qwen_Qwen3-14B
layer,38,0.5163672,,1.0,float16,Qwen_Qwen3-14B
layer,39,0.30312753,,1.0,float16,Qwen_Qwen3-14B
global,-1,3.6254084,4.76837158203125e-07,0.0,int8,Qwen_Qwen3-14B
layer,0,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,1,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,2,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,3,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,4,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,5,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,6,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,7,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,8,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,9,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,10,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,11,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,12,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,13,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,14,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,15,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,16,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,17,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,18,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,19,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,20,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,21,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,22,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,23,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,24,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,25,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,26,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,27,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,28,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,29,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,30,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,31,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,32,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,33,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,34,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,35,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,36,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,37,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,38,3.625409,,0.0,int8,Qwen_Qwen3-14B
layer,39,3.625409,,0.0,int8,Qwen_Qwen3-14B
global,-1,2.7928357,1.119970679283142,0.135,gptq,Qwen_Qwen3-14B
layer,0,3.6253674,,0.0,gptq,Qwen_Qwen3-14B
layer,1,3.6253562,,0.0,gptq,Qwen_Qwen3-14B
layer,2,3.6253257,,0.0,gptq,Qwen_Qwen3-14B
layer,3,3.625291,,0.0,gptq,Qwen_Qwen3-14B
layer,4,3.6250458,,0.0,gptq,Qwen_Qwen3-14B
layer,5,3.6248431,,0.0,gptq,Qwen_Qwen3-14B
layer,6,3.6242995,,0.0,gptq,Qwen_Qwen3-14B
layer,7,3.5823905,,0.0,gptq,Qwen_Qwen3-14B
layer,8,3.584673,,0.0,gptq,Qwen_Qwen3-14B
layer,9,3.6219113,,0.0,gptq,Qwen_Qwen3-14B
layer,10,3.6146252,,0.0,gptq,Qwen_Qwen3-14B
layer,11,3.60928,,0.0,gptq,Qwen_Qwen3-14B
layer,12,3.6148582,,0.0,gptq,Qwen_Qwen3-14B
layer,13,3.5629086,,0.0,gptq,Qwen_Qwen3-14B
layer,14,3.5983233,,0.0,gptq,Qwen_Qwen3-14B
layer,15,3.6103604,,0.0,gptq,Qwen_Qwen3-14B
layer,16,3.5933623,,0.0,gptq,Qwen_Qwen3-14B
layer,17,3.601818,,0.0,gptq,Qwen_Qwen3-14B
layer,18,3.5691566,,0.0,gptq,Qwen_Qwen3-14B
layer,19,3.5303159,,0.0,gptq,Qwen_Qwen3-14B
layer,20,3.3767345,,0.0,gptq,Qwen_Qwen3-14B
layer,21,3.4292862,,0.0,gptq,Qwen_Qwen3-14B
layer,22,3.3329608,,0.0,gptq,Qwen_Qwen3-14B
layer,23,3.1847863,,0.0,gptq,Qwen_Qwen3-14B
layer,24,2.9007075,,0.0,gptq,Qwen_Qwen3-14B
layer,25,3.0761883,,0.0,gptq,Qwen_Qwen3-14B
layer,26,2.983711,,0.0,gptq,Qwen_Qwen3-14B
layer,27,2.5003614,,0.0,gptq,Qwen_Qwen3-14B
layer,28,2.3999686,,0.0,gptq,Qwen_Qwen3-14B
layer,29,2.1453226,,0.0,gptq,Qwen_Qwen3-14B
layer,30,1.8930845,,0.0,gptq,Qwen_Qwen3-14B
layer,31,1.9370539,,0.0,gptq,Qwen_Qwen3-14B
layer,32,1.4685671,,0.0,gptq,Qwen_Qwen3-14B
layer,33,1.2932757,,0.125,gptq,Qwen_Qwen3-14B
layer,34,0.8821424,,0.65,gptq,Qwen_Qwen3-14B
layer,35,0.7479147,,0.875,gptq,Qwen_Qwen3-14B
layer,36,0.67633617,,0.775,gptq,Qwen_Qwen3-14B
layer,37,0.5701442,,0.975,gptq,Qwen_Qwen3-14B
layer,38,0.5438868,,1.0,gptq,Qwen_Qwen3-14B
layer,39,0.3014869,,1.0,gptq,Qwen_Qwen3-14B
global,-1,1.9899762,0.5524768829345703,0.0420918367346938,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,0,2.33831,,0.1428571428571428,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,1,2.6493642,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,2,2.8192554,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,3,2.7319558,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,4,1.3998731,,0.25,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,5,1.4062586,,0.1785714285714285,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,6,1.6507581,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,7,1.9745543,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,8,1.9133915,,0.0714285714285714,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,9,1.9952906,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,10,1.8377342,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,11,1.9313778,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,12,1.9432497,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,13,2.041778,,0.0357142857142857,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,14,1.6420337,,0.1071428571428571,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,15,1.9737958,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,16,1.9407345,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,17,1.9235803,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,18,2.0782406,,0.0357142857142857,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,19,1.9580928,,0.0357142857142857,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,20,1.9712778,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,21,1.970934,,0.0357142857142857,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,22,1.8464887,,0.0357142857142857,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,23,1.9325029,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,24,1.8095349,,0.0357142857142857,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,25,1.9098785,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,26,1.8875723,,0.0714285714285714,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,27,2.241514,,0.1428571428571428,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
global,-1,1.985405,0.5498031973838806,0.0408163265306122,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,0,2.337416,,0.1428571428571428,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,1,2.6499257,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,2,2.8109868,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,3,2.7284796,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,4,1.385441,,0.25,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,5,1.4031135,,0.1428571428571428,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,6,1.675079,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,7,1.9723626,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,8,1.9208803,,0.0714285714285714,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,9,2.0009654,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,10,1.8640325,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,11,1.9234285,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,12,1.9517028,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,13,2.0661566,,0.0357142857142857,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,14,1.6450269,,0.1071428571428571,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,15,1.9732758,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,16,1.9604446,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,17,1.9462359,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,18,2.091973,,0.0357142857142857,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,19,1.9495167,,0.0357142857142857,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,20,1.9607445,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,21,1.9487562,,0.0357142857142857,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,22,1.8468043,,0.0357142857142857,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,23,1.9062366,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,24,1.7894357,,0.0357142857142857,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,25,1.8693066,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,26,1.8066636,,0.0714285714285714,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,27,2.2069468,,0.1428571428571428,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
global,-1,2.0008874,0.5463168621063232,0.0395408163265306,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,0,2.335594,,0.1428571428571428,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,1,2.6432834,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,2,2.814995,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,3,2.733154,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,4,1.3996238,,0.25,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,5,1.4325321,,0.1071428571428571,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,6,1.6651189,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,7,1.9685179,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,8,1.9209205,,0.0714285714285714,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,9,2.0323195,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,10,1.8484243,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,11,1.9582826,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,12,1.9217875,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,13,2.0568182,,0.0357142857142857,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,14,1.6543418,,0.1071428571428571,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,15,1.9814302,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,16,1.9552433,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,17,1.9384422,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,18,2.0791352,,0.0357142857142857,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,19,1.9582008,,0.0357142857142857,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,20,1.9791003,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,21,1.9734633,,0.0357142857142857,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,22,1.8708689,,0.0357142857142857,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,23,1.964434,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,24,1.8190624,,0.0357142857142857,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,25,1.9221146,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,26,1.9433225,,0.0714285714285714,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,27,2.254316,,0.1428571428571428,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
global,-1,1.9863465,0.5524607300758362,0.0433673469387755,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,0,2.3367445,,0.1428571428571428,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,1,2.6489475,,0.0,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,2,2.8174574,,0.0,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,3,2.730022,,0.0,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,4,1.3953506,,0.25,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,5,1.4105338,,0.1785714285714285,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,6,1.6517347,,0.0,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,7,1.9762892,,0.0,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,8,1.9180715,,0.0714285714285714,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,9,1.9885619,,0.0,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,10,1.8330058,,0.0,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,11,1.9445721,,0.0,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,12,1.937987,,0.0,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,13,2.0173285,,0.0357142857142857,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,14,1.6332303,,0.1428571428571428,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,15,1.9768986,,0.0,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,16,1.9224479,,0.0,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,17,1.9094325,,0.0,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,18,2.0730674,,0.0357142857142857,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,19,1.9415785,,0.0357142857142857,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,20,1.9716171,,0.0,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,21,1.967373,,0.0357142857142857,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,22,1.8396155,,0.0357142857142857,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,23,1.9359604,,0.0,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,24,1.7984679,,0.0357142857142857,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,25,1.9115437,,0.0,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,26,1.8943055,,0.0714285714285714,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,27,2.2355568,,0.1428571428571428,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
global,-1,1.9895402,0.5526262521743774,0.0420918367346938,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,0,2.33831,,0.1428571428571428,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,1,2.6493669,,0.0,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,2,2.8192801,,0.0,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,3,2.7318401,,0.0,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,4,1.3998898,,0.25,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,5,1.4048082,,0.1785714285714285,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,6,1.649712,,0.0,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,7,1.973329,,0.0,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,8,1.9125031,,0.0714285714285714,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,9,1.9949604,,0.0,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,10,1.8366979,,0.0,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,11,1.9305613,,0.0,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,12,1.942531,,0.0,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,13,2.0415962,,0.0357142857142857,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,14,1.6413006,,0.1071428571428571,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,15,1.9732577,,0.0,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,16,1.9415472,,0.0,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,17,1.9238359,,0.0,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,18,2.0782194,,0.0357142857142857,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,19,1.958213,,0.0357142857142857,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,20,1.9718522,,0.0,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,21,1.9705251,,0.0357142857142857,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,22,1.8451813,,0.0357142857142857,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,23,1.931154,,0.0,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,24,1.8092043,,0.0357142857142857,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,25,1.908918,,0.0,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,26,1.8868493,,0.0714285714285714,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,27,2.2416804,,0.1428571428571428,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
global,-1,0.12585385,0.1485756635665893,0.9974489795918368,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,0,0.13412642,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,1,0.31763658,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,2,0.14064008,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,3,0.10581755,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,4,0.28299096,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,5,0.2000906,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,6,0.083797924,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,7,0.111848,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,8,0.10785244,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,9,0.14217082,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,10,0.08433111,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,11,0.053809077,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,12,0.08683412,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,13,0.050896887,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,14,0.081868574,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,15,0.052351177,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,16,0.08089744,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,17,0.08291205,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,18,0.034118507,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
