layer,kl_mean,kl_std,method,model
3,18.872877,3.604632,float16,google_gemma-3-4b-it
4,19.111042,3.3779194,float16,google_gemma-3-4b-it
5,19.222963,3.174318,float16,google_gemma-3-4b-it
6,19.502417,2.6798475,float16,google_gemma-3-4b-it
7,19.688303,2.3540506,float16,google_gemma-3-4b-it
8,19.663038,2.4503305,float16,google_gemma-3-4b-it
9,19.762928,2.2280457,float16,google_gemma-3-4b-it
10,19.81213,2.2254195,float16,google_gemma-3-4b-it
11,19.716284,2.4016495,float16,google_gemma-3-4b-it
12,19.501518,2.601648,float16,google_gemma-3-4b-it
13,19.430285,2.6319122,float16,google_gemma-3-4b-it
14,19.12423,2.9902456,float16,google_gemma-3-4b-it
15,19.02211,3.0444238,float16,google_gemma-3-4b-it
16,17.810472,3.955009,float16,google_gemma-3-4b-it
17,16.553032,4.5151873,float16,google_gemma-3-4b-it
18,15.862007,4.7551622,float16,google_gemma-3-4b-it
19,14.842886,4.9321218,float16,google_gemma-3-4b-it
20,14.213184,4.965522,float16,google_gemma-3-4b-it
21,13.351039,5.0838594,float16,google_gemma-3-4b-it
22,12.813528,4.9988136,float16,google_gemma-3-4b-it
23,12.072473,5.1436114,float16,google_gemma-3-4b-it
24,11.841837,5.1557317,float16,google_gemma-3-4b-it
25,11.922516,5.182275,float16,google_gemma-3-4b-it
26,11.722121,5.172764,float16,google_gemma-3-4b-it
27,11.407718,5.5793495,float16,google_gemma-3-4b-it
28,11.71519,5.6293073,float16,google_gemma-3-4b-it
29,12.088076,5.613103,float16,google_gemma-3-4b-it
30,12.07254,5.73741,float16,google_gemma-3-4b-it
31,12.192498,5.986309,float16,google_gemma-3-4b-it
32,11.874606,6.176938,float16,google_gemma-3-4b-it
33,12.544611,6.1565437,float16,google_gemma-3-4b-it
0,20.349663,0.45645982,int8,google_gemma-3-4b-it
1,20.090893,0.5554231,int8,google_gemma-3-4b-it
2,20.088379,0.61763984,int8,google_gemma-3-4b-it
3,20.181782,0.54965603,int8,google_gemma-3-4b-it
4,20.218428,0.5522139,int8,google_gemma-3-4b-it
5,20.206171,0.5821407,int8,google_gemma-3-4b-it
6,20.210928,0.5738145,int8,google_gemma-3-4b-it
7,20.195217,0.5823792,int8,google_gemma-3-4b-it
8,20.215286,0.57060605,int8,google_gemma-3-4b-it
9,20.21754,0.5737629,int8,google_gemma-3-4b-it
10,20.245958,0.56552935,int8,google_gemma-3-4b-it
11,20.236563,0.5730364,int8,google_gemma-3-4b-it
12,20.192924,0.5886626,int8,google_gemma-3-4b-it
13,20.158432,0.5296723,int8,google_gemma-3-4b-it
14,20.134165,0.5969494,int8,google_gemma-3-4b-it
15,20.098988,0.63604635,int8,google_gemma-3-4b-it
16,19.98785,0.6647367,int8,google_gemma-3-4b-it
17,19.933767,0.58051306,int8,google_gemma-3-4b-it
18,19.886398,0.59172034,int8,google_gemma-3-4b-it
19,19.818663,0.6009581,int8,google_gemma-3-4b-it
20,19.773417,0.5843406,int8,google_gemma-3-4b-it
21,19.732,0.6329707,int8,google_gemma-3-4b-it
22,19.69234,0.5932966,int8,google_gemma-3-4b-it
23,19.740255,0.61137253,int8,google_gemma-3-4b-it
24,19.719194,0.60494655,int8,google_gemma-3-4b-it
25,19.688103,0.5909297,int8,google_gemma-3-4b-it
26,19.702085,0.59383136,int8,google_gemma-3-4b-it
27,19.738853,0.5984506,int8,google_gemma-3-4b-it
28,19.758802,0.5979078,int8,google_gemma-3-4b-it
29,19.804752,0.59747005,int8,google_gemma-3-4b-it
30,19.857365,0.5920243,int8,google_gemma-3-4b-it
31,19.927591,0.5874694,int8,google_gemma-3-4b-it
32,19.969732,0.5845306,int8,google_gemma-3-4b-it
33,20.007242,0.56917536,int8,google_gemma-3-4b-it
0,19.128515,3.774516,gptq,google_gemma-3-4b-it
1,18.6145,3.6353483,gptq,google_gemma-3-4b-it
2,18.566378,3.7600846,gptq,google_gemma-3-4b-it
3,18.71075,3.9747798,gptq,google_gemma-3-4b-it
4,19.056433,3.5741765,gptq,google_gemma-3-4b-it
5,19.080748,3.460053,gptq,google_gemma-3-4b-it
6,19.34825,3.048042,gptq,google_gemma-3-4b-it
7,19.474281,2.738789,gptq,google_gemma-3-4b-it
8,19.432869,2.8466544,gptq,google_gemma-3-4b-it
9,19.39129,2.878706,gptq,google_gemma-3-4b-it
10,19.121237,3.4740613,gptq,google_gemma-3-4b-it
11,18.88622,3.7086694,gptq,google_gemma-3-4b-it
12,18.602589,3.862912,gptq,google_gemma-3-4b-it
13,18.443638,3.9626594,gptq,google_gemma-3-4b-it
14,18.105728,4.1387687,gptq,google_gemma-3-4b-it
15,18.187832,3.8277378,gptq,google_gemma-3-4b-it
16,17.060432,4.554725,gptq,google_gemma-3-4b-it
17,16.331936,4.7783155,gptq,google_gemma-3-4b-it
18,16.00224,4.6407824,gptq,google_gemma-3-4b-it
19,15.732366,4.5212145,gptq,google_gemma-3-4b-it
20,15.269049,4.6676645,gptq,google_gemma-3-4b-it
21,14.645273,4.7714925,gptq,google_gemma-3-4b-it
22,14.162611,4.7365303,gptq,google_gemma-3-4b-it
23,13.95809,4.7257066,gptq,google_gemma-3-4b-it
24,14.261733,4.6841993,gptq,google_gemma-3-4b-it
25,13.776776,4.7375045,gptq,google_gemma-3-4b-it
26,13.851429,4.79284,gptq,google_gemma-3-4b-it
27,13.305571,4.899372,gptq,google_gemma-3-4b-it
28,13.92997,4.865585,gptq,google_gemma-3-4b-it
29,14.148914,5.37601,gptq,google_gemma-3-4b-it
30,15.142542,5.147438,gptq,google_gemma-3-4b-it
31,15.831871,5.1855173,gptq,google_gemma-3-4b-it
32,15.379436,5.921416,gptq,google_gemma-3-4b-it
33,15.194673,6.0399675,gptq,google_gemma-3-4b-it
0,0.0012967234,0.0012793734,fp8,Qwen_Qwen3-14B
1,0.0015164812,0.0014332074,fp8,Qwen_Qwen3-14B
2,0.0016276543,0.0016927115,fp8,Qwen_Qwen3-14B
3,0.0018342928,0.0017791962,fp8,Qwen_Qwen3-14B
4,0.0020317023,0.002035842,fp8,Qwen_Qwen3-14B
5,0.0023146968,0.0022738867,fp8,Qwen_Qwen3-14B
6,0.0027915377,0.0026581078,fp8,Qwen_Qwen3-14B
7,0.003488299,0.0031302527,fp8,Qwen_Qwen3-14B
8,0.0040470464,0.0033548458,fp8,Qwen_Qwen3-14B
9,0.0040180255,0.0036130222,fp8,Qwen_Qwen3-14B
10,0.0046439995,0.00417004,fp8,Qwen_Qwen3-14B
11,0.005624193,0.005010382,fp8,Qwen_Qwen3-14B
12,0.0066916635,0.0058497945,fp8,Qwen_Qwen3-14B
13,0.006854589,0.0061447327,fp8,Qwen_Qwen3-14B
14,0.006802064,0.0063930945,fp8,Qwen_Qwen3-14B
15,0.0074521904,0.0081373295,fp8,Qwen_Qwen3-14B
16,0.007597119,0.018745795,fp8,Qwen_Qwen3-14B
17,0.0074174693,0.020592246,fp8,Qwen_Qwen3-14B
18,0.0074932654,0.010496983,fp8,Qwen_Qwen3-14B
19,0.007966122,0.009477022,fp8,Qwen_Qwen3-14B
20,0.0077656233,0.0129260495,fp8,Qwen_Qwen3-14B
21,0.008568941,0.02168843,fp8,Qwen_Qwen3-14B
22,0.008720826,0.024228442,fp8,Qwen_Qwen3-14B
23,0.009049408,0.03200114,fp8,Qwen_Qwen3-14B
24,0.009748372,0.05325773,fp8,Qwen_Qwen3-14B
25,0.009294096,0.038843904,fp8,Qwen_Qwen3-14B
26,0.009609766,0.038779482,fp8,Qwen_Qwen3-14B
27,0.010266988,0.036164645,fp8,Qwen_Qwen3-14B
28,0.011138143,0.03341918,fp8,Qwen_Qwen3-14B
29,0.011402048,0.03624331,fp8,Qwen_Qwen3-14B
30,0.012840611,0.041095696,fp8,Qwen_Qwen3-14B
31,0.013487637,0.039722946,fp8,Qwen_Qwen3-14B
32,0.01453684,0.060825154,fp8,Qwen_Qwen3-14B
33,0.017276049,0.094937995,fp8,Qwen_Qwen3-14B
34,0.017087186,0.1071173,fp8,Qwen_Qwen3-14B
35,0.015657093,0.074943185,fp8,Qwen_Qwen3-14B
36,0.015161839,0.07398382,fp8,Qwen_Qwen3-14B
37,0.0130337635,0.07542554,fp8,Qwen_Qwen3-14B
38,0.008403367,0.09631397,fp8,Qwen_Qwen3-14B
39,0.0054093227,0.018180266,fp8,Qwen_Qwen3-14B
0,0.008762271,0.00962091,int4,Qwen_Qwen3-14B
1,0.010869901,0.012283676,int4,Qwen_Qwen3-14B
2,0.012501424,0.014637254,int4,Qwen_Qwen3-14B
3,0.016994847,0.019591715,int4,Qwen_Qwen3-14B
4,0.019115217,0.021870775,int4,Qwen_Qwen3-14B
5,0.025456935,0.026733583,int4,Qwen_Qwen3-14B
6,0.032806966,0.030735523,int4,Qwen_Qwen3-14B
7,0.045701418,0.044103336,int4,Qwen_Qwen3-14B
8,0.05363991,0.046703525,int4,Qwen_Qwen3-14B
9,0.051026933,0.04483053,int4,Qwen_Qwen3-14B
10,0.058873426,0.053623714,int4,Qwen_Qwen3-14B
11,0.06792489,0.061744317,int4,Qwen_Qwen3-14B
12,0.07769364,0.072051495,int4,Qwen_Qwen3-14B
13,0.08083934,0.07699285,int4,Qwen_Qwen3-14B
14,0.07789235,0.07372902,int4,Qwen_Qwen3-14B
15,0.08147461,0.07493455,int4,Qwen_Qwen3-14B
16,0.07842215,0.0706052,int4,Qwen_Qwen3-14B
17,0.078745335,0.073583186,int4,Qwen_Qwen3-14B
18,0.07863376,0.069921955,int4,Qwen_Qwen3-14B
19,0.08705845,0.08467451,int4,Qwen_Qwen3-14B
20,0.0838781,0.09027651,int4,Qwen_Qwen3-14B
21,0.095943965,0.13982008,int4,Qwen_Qwen3-14B
22,0.08989577,0.1144544,int4,Qwen_Qwen3-14B
23,0.09457687,0.1347245,int4,Qwen_Qwen3-14B
24,0.09645226,0.14213441,int4,Qwen_Qwen3-14B
25,0.097969905,0.15113685,int4,Qwen_Qwen3-14B
26,0.10043617,0.15514104,int4,Qwen_Qwen3-14B
27,0.10378536,0.16249636,int4,Qwen_Qwen3-14B
28,0.105006635,0.14886913,int4,Qwen_Qwen3-14B
29,0.115035936,0.20768717,int4,Qwen_Qwen3-14B
30,0.12984209,0.25293428,int4,Qwen_Qwen3-14B
31,0.13773744,0.26633,int4,Qwen_Qwen3-14B
32,0.14313233,0.2732192,int4,Qwen_Qwen3-14B
33,0.1586306,0.53523815,int4,Qwen_Qwen3-14B
34,0.16779603,0.48326978,int4,Qwen_Qwen3-14B
35,0.16579996,0.40015772,int4,Qwen_Qwen3-14B
36,0.15618871,0.33050543,int4,Qwen_Qwen3-14B
37,0.14091954,0.36693397,int4,Qwen_Qwen3-14B
38,0.09023762,0.2371237,int4,Qwen_Qwen3-14B
39,0.06392436,0.16207169,int4,Qwen_Qwen3-14B
0,1.9876911e-06,2.4298162e-05,float16,Qwen_Qwen3-14B
1,0.00011175021,0.0003004439,float16,Qwen_Qwen3-14B
2,0.00023468601,0.00041807516,float16,Qwen_Qwen3-14B
3,0.00031591422,0.00044908418,float16,Qwen_Qwen3-14B
4,0.00037853853,0.0005032611,float16,Qwen_Qwen3-14B
5,0.00047525315,0.0005543762,float16,Qwen_Qwen3-14B
6,0.00049334625,0.0005300645,float16,Qwen_Qwen3-14B
7,0.00045922433,0.00046024713,float16,Qwen_Qwen3-14B
8,0.0004615209,0.00038323773,float16,Qwen_Qwen3-14B
9,0.00045497058,0.00036624537,float16,Qwen_Qwen3-14B
10,0.00050238083,0.00042139675,float16,Qwen_Qwen3-14B
11,0.0005879049,0.00049498247,float16,Qwen_Qwen3-14B
12,0.0006389585,0.00056458346,float16,Qwen_Qwen3-14B
13,0.0006571218,0.000521831,float16,Qwen_Qwen3-14B
14,0.0006486389,0.0004997728,float16,Qwen_Qwen3-14B
15,0.0007089733,0.0006032511,float16,Qwen_Qwen3-14B
16,0.0006898885,0.0005340607,float16,Qwen_Qwen3-14B
17,0.0007364382,0.0006270313,float16,Qwen_Qwen3-14B
18,0.00075815944,0.0006235981,float16,Qwen_Qwen3-14B
19,0.00084950426,0.0007208403,float16,Qwen_Qwen3-14B
20,0.0007889502,0.0006790754,float16,Qwen_Qwen3-14B
21,0.00087498827,0.0010126184,float16,Qwen_Qwen3-14B
22,0.00089939265,0.0010977706,float16,Qwen_Qwen3-14B
23,0.0008943976,0.0018452926,float16,Qwen_Qwen3-14B
24,0.00094821304,0.0021213675,float16,Qwen_Qwen3-14B
25,0.00093342405,0.0017733818,float16,Qwen_Qwen3-14B
26,0.0009943668,0.0034835178,float16,Qwen_Qwen3-14B
27,0.00096907356,0.002281137,float16,Qwen_Qwen3-14B
28,0.0010271943,0.0032333916,float16,Qwen_Qwen3-14B
29,0.0010312394,0.0035596446,float16,Qwen_Qwen3-14B
30,0.0011711918,0.004491622,float16,Qwen_Qwen3-14B
31,0.001290807,0.0082064485,float16,Qwen_Qwen3-14B
32,0.001368119,0.011498167,float16,Qwen_Qwen3-14B
33,0.001673779,0.018669067,float16,Qwen_Qwen3-14B
34,0.0018058228,0.022408633,float16,Qwen_Qwen3-14B
35,0.0017065686,0.020784806,float16,Qwen_Qwen3-14B
36,0.0016724569,0.024238843,float16,Qwen_Qwen3-14B
37,0.0019170776,0.036059946,float16,Qwen_Qwen3-14B
38,0.00088442606,0.008911658,float16,Qwen_Qwen3-14B
39,0.00072349503,0.0012247306,float16,Qwen_Qwen3-14B
0,0.0006946261,0.0006894762,int8,Qwen_Qwen3-14B
1,0.0008024485,0.00073314516,int8,Qwen_Qwen3-14B
2,0.00085440686,0.0008264171,int8,Qwen_Qwen3-14B
3,0.0009967405,0.00088920543,int8,Qwen_Qwen3-14B
4,0.00099366,0.00088971603,int8,Qwen_Qwen3-14B
5,0.0011682584,0.0010996367,int8,Qwen_Qwen3-14B
6,0.0013465431,0.0012404824,int8,Qwen_Qwen3-14B
7,0.0016725883,0.0013966308,int8,Qwen_Qwen3-14B
8,0.0017636224,0.0013666471,int8,Qwen_Qwen3-14B
9,0.0017579186,0.0015155227,int8,Qwen_Qwen3-14B
10,0.0019488668,0.0016502285,int8,Qwen_Qwen3-14B
11,0.0021854348,0.0017699213,int8,Qwen_Qwen3-14B
12,0.0025971315,0.0021897426,int8,Qwen_Qwen3-14B
13,0.002560088,0.0020263216,int8,Qwen_Qwen3-14B
14,0.0025591035,0.0021938423,int8,Qwen_Qwen3-14B
15,0.002713734,0.0022828877,int8,Qwen_Qwen3-14B
16,0.0026660205,0.0023821208,int8,Qwen_Qwen3-14B
17,0.0026758178,0.0029909187,int8,Qwen_Qwen3-14B
18,0.002734085,0.0024815486,int8,Qwen_Qwen3-14B
19,0.0029737502,0.0027642387,int8,Qwen_Qwen3-14B
20,0.0029677565,0.002870308,int8,Qwen_Qwen3-14B
21,0.0034196307,0.006767812,int8,Qwen_Qwen3-14B
22,0.0034074213,0.00687661,int8,Qwen_Qwen3-14B
23,0.0034858251,0.009648869,int8,Qwen_Qwen3-14B
24,0.0038514773,0.013323757,int8,Qwen_Qwen3-14B
25,0.003590055,0.010817287,int8,Qwen_Qwen3-14B
26,0.0038985398,0.013281276,int8,Qwen_Qwen3-14B
27,0.003864698,0.01129505,int8,Qwen_Qwen3-14B
28,0.0045797164,0.018943453,int8,Qwen_Qwen3-14B
29,0.0044822386,0.01690231,int8,Qwen_Qwen3-14B
30,0.0048806057,0.015839506,int8,Qwen_Qwen3-14B
31,0.0058764494,0.029795429,int8,Qwen_Qwen3-14B
32,0.0051696077,0.016963417,int8,Qwen_Qwen3-14B
33,0.0060391943,0.046496253,int8,Qwen_Qwen3-14B
34,0.009849541,0.18662648,int8,Qwen_Qwen3-14B
35,0.009221295,0.14444712,int8,Qwen_Qwen3-14B
36,0.007471113,0.07073099,int8,Qwen_Qwen3-14B
37,0.005768582,0.026449816,int8,Qwen_Qwen3-14B
38,0.003098325,0.010094698,int8,Qwen_Qwen3-14B
39,0.0024060532,0.005263064,int8,Qwen_Qwen3-14B
0,0.002485208,0.002184036,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
1,0.0024400598,0.0020793476,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
2,0.002626231,0.0022979716,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
3,0.0031230107,0.0026641965,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
4,0.0036395278,0.0037262172,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
5,0.003954483,0.006235458,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
6,0.0049008355,0.008361825,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
7,0.0053053335,0.005142422,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
8,0.0065415897,0.022884225,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
9,0.0074247033,0.042911626,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
10,0.0075045144,0.036276914,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
11,0.009650517,0.08181253,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
12,0.008870646,0.02709047,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
13,0.008712992,0.026614487,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
14,0.008877822,0.028353877,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
15,0.008861443,0.023309821,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
16,0.009646338,0.033086076,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
17,0.010235927,0.024525624,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
18,0.009797352,0.024174813,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
19,0.009538005,0.028946307,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
20,0.00878421,0.017244892,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
21,0.009324719,0.030642569,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
22,0.009418116,0.03174836,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
23,0.009183575,0.04815309,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
24,0.008158586,0.014675709,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
25,0.008863636,0.029773358,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
26,0.0064519327,0.009745464,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
27,0.01043438,0.06588921,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
0,0.02734946,0.022311987,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
1,0.027358852,0.022779414,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
2,0.030385552,0.025099043,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
3,0.037551768,0.033837304,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
4,0.045475613,0.044012334,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
5,0.05106939,0.06378096,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
6,0.05930046,0.07136291,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
7,0.06606599,0.077327006,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
8,0.076153696,0.08268718,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
9,0.0772303,0.07490867,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
10,0.077122286,0.08688071,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
11,0.086253785,0.08747414,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
12,0.09394176,0.10601484,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
13,0.09104297,0.081829764,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
14,0.097553246,0.09438406,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
15,0.09672763,0.095940344,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
16,0.10534764,0.10914037,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
17,0.11083956,0.11353933,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
18,0.10500803,0.12887926,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
19,0.102822945,0.13032046,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
20,0.099222034,0.13870075,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
21,0.09901611,0.14241986,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
22,0.102038756,0.13843222,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
23,0.092184216,0.12925735,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
24,0.09604878,0.16487542,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
25,0.097816676,0.14493291,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
26,0.077027895,0.1421071,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
27,0.088321656,0.20075619,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
0,4.36752e-06,6.258662e-05,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
1,0.00012559292,0.00025727262,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
2,0.00023771155,0.00032945749,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
3,0.00034181488,0.00042763157,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
4,0.00041280434,0.0004471908,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
5,0.00045251267,0.0004717161,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
6,0.0005359858,0.00056849275,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
7,0.0005916636,0.0005845906,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
8,0.0006342418,0.0006208532,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
9,0.00066928484,0.00066741416,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
10,0.00066664367,0.000654685,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
11,0.0007450452,0.00071847904,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
12,0.00076927926,0.00068847236,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
13,0.0007662886,0.00071228977,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
14,0.0007990822,0.00076934614,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
15,0.00078834296,0.00069889537,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
16,0.0008745765,0.00078528625,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
17,0.0009053966,0.0008464898,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
18,0.00085099746,0.00086997246,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
19,0.0008519297,0.0008960036,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
20,0.00079641625,0.00077640224,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
21,0.0007855931,0.00078838685,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
22,0.0007621493,0.0008916599,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
23,0.0006753929,0.000780812,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
24,0.0006362107,0.0011089552,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
25,0.00063259347,0.0009390281,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
26,0.0005215565,0.00071206974,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
27,0.001354942,0.020250605,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
0,0.0077557717,0.021636276,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
1,0.005253687,0.012411274,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
2,0.0050812387,0.012133207,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
3,0.0051424233,0.01242253,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
4,0.0053338916,0.026974933,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
5,0.0054489844,0.029307596,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
6,0.00548933,0.03849473,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
7,0.005341855,0.034392744,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
8,0.009028591,0.15019907,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
9,0.008850847,0.16588426,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
10,0.0078113717,0.107850544,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
11,0.009535217,0.14047113,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
12,0.007854574,0.055275865,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
13,0.007768614,0.053027052,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
14,0.008666032,0.054205038,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
15,0.00861262,0.04506412,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
16,0.010130898,0.067132905,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
17,0.011110148,0.070885636,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
18,0.0091151055,0.041604787,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
19,0.009538766,0.044366427,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
20,0.008772401,0.030751865,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
21,0.00857615,0.03308121,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
22,0.009898549,0.044060178,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
23,0.010566472,0.08935293,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
24,0.009947929,0.08409116,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
25,0.011139383,0.10878286,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
26,0.008503208,0.06493661,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
27,0.043476317,0.2860538,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
0,0.021883449,0.020364217,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
1,0.0202957,0.019453563,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
2,0.022933425,0.021017604,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
3,0.029784197,0.027135411,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
4,0.039472446,0.03961341,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
5,0.04554831,0.057923075,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
6,0.057749588,0.07635367,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
7,0.06887769,0.1031413,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
8,0.083535194,0.17645949,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
9,0.088187434,0.18970166,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
10,0.08954692,0.14102061,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
11,0.1049003,0.18307008,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
