layer,kl_mean,kl_std,method
0,0.0012967234,0.0012793734,fp8
1,0.0015164812,0.0014332074,fp8
2,0.0016276543,0.0016927115,fp8
3,0.0018342928,0.0017791962,fp8
4,0.0020317023,0.002035842,fp8
5,0.0023146968,0.0022738867,fp8
6,0.0027915377,0.0026581078,fp8
7,0.003488299,0.0031302527,fp8
8,0.0040470464,0.0033548458,fp8
9,0.0040180255,0.0036130222,fp8
10,0.0046439995,0.00417004,fp8
11,0.005624193,0.005010382,fp8
12,0.0066916635,0.0058497945,fp8
13,0.006854589,0.0061447327,fp8
14,0.006802064,0.0063930945,fp8
15,0.0074521904,0.0081373295,fp8
16,0.007597119,0.018745795,fp8
17,0.0074174693,0.020592246,fp8
18,0.0074932654,0.010496983,fp8
19,0.007966122,0.009477022,fp8
20,0.0077656233,0.0129260495,fp8
21,0.008568941,0.02168843,fp8
22,0.008720826,0.024228442,fp8
23,0.009049408,0.03200114,fp8
24,0.009748372,0.05325773,fp8
25,0.009294096,0.038843904,fp8
26,0.009609766,0.038779482,fp8
27,0.010266988,0.036164645,fp8
28,0.011138143,0.03341918,fp8
29,0.011402048,0.03624331,fp8
30,0.012840611,0.041095696,fp8
31,0.013487637,0.039722946,fp8
32,0.01453684,0.060825154,fp8
33,0.017276049,0.094937995,fp8
34,0.017087186,0.1071173,fp8
35,0.015657093,0.074943185,fp8
36,0.015161839,0.07398382,fp8
37,0.0130337635,0.07542554,fp8
38,0.008403367,0.09631397,fp8
39,0.0054093227,0.018180266,fp8
0,0.008762271,0.00962091,int4
1,0.010869901,0.012283676,int4
2,0.012501424,0.014637254,int4
3,0.016994847,0.019591715,int4
4,0.019115217,0.021870775,int4
5,0.025456935,0.026733583,int4
6,0.032806966,0.030735523,int4
7,0.045701418,0.044103336,int4
8,0.05363991,0.046703525,int4
9,0.051026933,0.04483053,int4
10,0.058873426,0.053623714,int4
11,0.06792489,0.061744317,int4
12,0.07769364,0.072051495,int4
13,0.08083934,0.07699285,int4
14,0.07789235,0.07372902,int4
15,0.08147461,0.07493455,int4
16,0.07842215,0.0706052,int4
17,0.078745335,0.073583186,int4
18,0.07863376,0.069921955,int4
19,0.08705845,0.08467451,int4
20,0.0838781,0.09027651,int4
21,0.095943965,0.13982008,int4
22,0.08989577,0.1144544,int4
23,0.09457687,0.1347245,int4
24,0.09645226,0.14213441,int4
25,0.097969905,0.15113685,int4
26,0.10043617,0.15514104,int4
27,0.10378536,0.16249636,int4
28,0.105006635,0.14886913,int4
29,0.115035936,0.20768717,int4
30,0.12984209,0.25293428,int4
31,0.13773744,0.26633,int4
32,0.14313233,0.2732192,int4
33,0.1586306,0.53523815,int4
34,0.16779603,0.48326978,int4
35,0.16579996,0.40015772,int4
36,0.15618871,0.33050543,int4
37,0.14091954,0.36693397,int4
38,0.09023762,0.2371237,int4
39,0.06392436,0.16207169,int4
0,1.9876911e-06,2.4298162e-05,float16
1,0.00011175021,0.0003004439,float16
2,0.00023468601,0.00041807516,float16
3,0.00031591422,0.00044908418,float16
4,0.00037853853,0.0005032611,float16
5,0.00047525315,0.0005543762,float16
6,0.00049334625,0.0005300645,float16
7,0.00045922433,0.00046024713,float16
8,0.0004615209,0.00038323773,float16
9,0.00045497058,0.00036624537,float16
10,0.00050238083,0.00042139675,float16
11,0.0005879049,0.00049498247,float16
12,0.0006389585,0.00056458346,float16
13,0.0006571218,0.000521831,float16
14,0.0006486389,0.0004997728,float16
15,0.0007089733,0.0006032511,float16
16,0.0006898885,0.0005340607,float16
17,0.0007364382,0.0006270313,float16
18,0.00075815944,0.0006235981,float16
19,0.00084950426,0.0007208403,float16
20,0.0007889502,0.0006790754,float16
21,0.00087498827,0.0010126184,float16
22,0.00089939265,0.0010977706,float16
23,0.0008943976,0.0018452926,float16
24,0.00094821304,0.0021213675,float16
25,0.00093342405,0.0017733818,float16
26,0.0009943668,0.0034835178,float16
27,0.00096907356,0.002281137,float16
28,0.0010271943,0.0032333916,float16
29,0.0010312394,0.0035596446,float16
30,0.0011711918,0.004491622,float16
