BaseFeatureIdx,GeometricSim,FunctionalJaccard
0,0.094728164,0.015349194167306216
1,0.13240631,0.18514056224899597
2,0.123395026,0.0
3,0.119600475,0.1422976501305483
4,0.1234405,0.1387078756283746
5,0.12065282,0.0010807889759524452
6,0.10320836,0.002425876010781671
7,0.18143477,0.07726172132951795
8,0.13890545,0.43410852713178294
9,0.10982874,0.0
10,0.11962144,0.0008084074373484236
11,0.10938309,0.10565442667267402
12,0.12908706,0.0
13,0.12257132,0.0
14,0.101273485,0.0005406866720735334
15,0.11947736,0.0002701242571582928
16,0.12395393,0.00027041644131963225
17,0.110997915,0.0
18,0.13890643,0.10601589103291714
19,0.10386103,0.0
20,0.53143555,0.2450570871623503
21,0.13195209,0.0002702702702702703
22,0.10896379,0.0
23,0.1519981,0.11571604431678292
24,0.1091762,0.0
25,0.11085416,0.03648106126723687
26,0.12320039,0.04272192376566897
27,0.10925185,0.009385894341646554
28,0.12449583,0.0
29,0.10871555,0.00024295432458697764
30,0.109255895,0.0005284481240091598
31,0.10316396,0.0024219590958019376
32,0.10679359,0.0005382131324004305
33,0.12933673,0.13336861603598835
34,0.5314258,0.18524360322467578
35,0.10966594,0.0018298261665141812
36,0.12789732,0.0018776824034334764
37,0.12628722,0.13253937764118326
38,0.1098255,0.0006377551020408163
39,0.10883874,0.02154062280496371
40,0.1102275,0.0004438526409232135
41,0.1015203,0.0554410080183276
42,0.11580944,0.0
43,0.118673176,0.012360939431396786
44,0.53143555,0.18524360322467578
45,0.53143555,0.18524360322467578
46,0.106327474,0.2929616087751371
47,0.16746533,0.1172
48,0.11570381,0.0
49,0.11279176,0.0
50,0.12058153,0.0016181229773462784
51,0.13191138,0.29541185940434667
52,0.10678002,0.06257136332496004
53,0.1338654,0.14285714285714285
54,0.124349125,0.05215928210880538
55,0.12663078,0.03964159652457236
56,0.12001712,0.3966297786720322
57,0.124362275,0.2145716573258607
58,0.1212916,0.0005390835579514825
59,0.1288003,0.0003328340822100183
60,0.12499998,0.004162330905306972
61,0.22548969,0.15757026291931098
62,0.124810986,0.0018651745270450307
63,0.12918514,0.00631578947368421
64,0.12355392,0.002953020134228188
65,0.14170095,0.0006613756613756613
66,0.11792563,0.25718015665796345
67,0.0896265,0.0002703433360367667
68,0.12057361,0.0
69,0.122544765,0.0005403944879762226
70,0.1342544,0.15800494955263658
71,0.116489306,0.09696969696969697
72,0.14157909,0.006134969325153374
73,0.20670308,0.18524360322467578
74,0.13449292,0.06979113601630157
75,0.1305279,0.0462719298245614
76,0.12500982,0.0
77,0.53143555,0.17313699241410085
78,0.15211746,0.06680121089808275
79,0.11602503,0.0
80,0.12780751,0.0
81,0.11682971,0.004843918191603875
82,0.091501206,0.0002703433360367667
83,0.10092361,0.10173357664233576
84,0.1146811,0.0
85,0.13259529,0.08926401080351114
86,0.12334621,0.0
87,0.12584566,0.006944444444444444
88,0.12531379,0.0020802377414561664
89,0.12808815,0.0002703433360367667
90,0.13715051,0.42170953101361575
91,0.12688476,0.006184458187684862
92,0.38822407,0.0539389638041164
93,0.11960718,0.4151530877010898
94,0.11695081,0.0
95,0.12128807,0.0
96,0.117197946,0.0010787486515641855
97,0.11810444,0.0014746543778801843
98,0.15073311,0.249519415609381
99,0.111569606,0.0010723860589812334
100,0.1269278,0.0
101,0.09434167,0.0
102,0.18619865,0.37977350539899923
103,0.13366835,0.10366016564253273
104,0.10937134,0.0005372011818426001
105,0.22400834,0.1643370607028754
106,0.12509993,0.0
107,0.098996215,0.0
108,0.53143555,0.18524360322467578
109,0.12226581,0.002157497303128371
110,0.1284513,0.001611170784103115
111,0.53143555,0.18524360322467578
112,0.10869813,0.0008178844056706652
113,0.12290271,0.2210386151797603
114,0.11189105,0.0049597024178549285
115,0.1318532,0.04813121806937349
116,0.12549984,0.23991750687442714
117,0.09336419,0.08
118,0.090741806,0.0
119,0.10041911,0.0026198585276395073
120,0.12121153,0.00014664906877841325
121,0.1309924,0.0
122,0.23670763,0.26883435582822085
123,0.11730835,0.05876039710222699
124,0.12114986,0.3701247015123375
125,0.11683351,0.004843918191603875
126,0.53143555,0.1852111442088663
127,0.11853544,0.10731589147286821
128,0.109501325,0.0
129,0.13869469,0.1494895010595261
130,0.12666817,0.009900990099009901
131,0.11096967,0.0008088433540037746
132,0.12918514,0.00631578947368421
133,0.14612505,0.17784926470588236
134,0.13317837,0.0
135,0.53143555,0.18524360322467578
136,0.113507554,0.023244062657908033
137,0.08875445,0.0
138,0.12436925,0.004082299150881777
139,0.12877987,0.12586851950828434
140,0.11075343,0.0
141,0.16727309,0.07564252336448599
142,0.1702326,0.21254846669016567
143,0.117339976,0.0
144,0.5314591,0.28289838978345366
145,0.13262938,0.002145539066690506
146,0.12358075,0.01053484602917342
147,0.14345093,0.0
148,0.09152582,0.0
149,0.126896,0.0
150,0.12342779,0.23523161920951977
151,0.11099802,0.0
152,0.11551695,0.0
153,0.13214141,0.0034546904065904864
154,0.18042444,0.0008051529790660225
155,0.123866156,0.011327713382507903
156,0.12387668,0.00024912805181863477
157,0.11086094,0.015159574468085106
158,0.115348086,0.40169133192389006
159,0.10030805,0.0
160,0.12951541,0.16435368754956384
161,0.12555102,0.0
162,0.23105624,0.050118816158997624
163,0.12285434,0.4329393627954779
164,0.100949265,0.09533787323205867
165,0.5314372,0.18524360322467578
166,0.5314246,0.18524360322467578
167,0.13976002,0.0623508353221957
168,0.12357569,0.06349628055260362
169,0.11081683,0.011646373742721016
170,0.14246447,0.06765741102854908
171,0.12789087,0.0012202562538133007
172,0.118838064,0.01236226820747111
173,0.13773616,0.362532981530343
174,0.13297379,0.0377113133940182
175,0.10902648,0.0002690341673392521
176,0.11750847,0.03303862261516985
177,0.12949309,0.3410102067521591
178,0.116316706,0.001643578304766377
179,0.119620994,0.0007250317201377561
180,0.13082749,0.36715282181357006
181,0.11313719,0.0006277463904582549
182,0.19279468,0.21545757498077417
183,0.17597988,0.25260386860478423
184,0.22862692,0.027200791295746787
185,0.113749266,0.003914405010438413
186,0.13075824,0.07332886206125643
187,0.12828936,0.0010787486515641855
188,0.07409571,0.4340344168260038
189,0.120589614,0.0016185594820609657
190,0.15358637,0.014690982776089158
191,0.093606375,0.00026954177897574127
192,0.12738146,0.10688343133863715
193,0.41794842,0.08536999321113374
194,0.11674893,0.0
195,0.11470582,0.0
196,0.13197531,0.005341880341880342
197,0.1397761,0.08953287197231834
198,0.11049077,0.11198815984213123
199,0.11821961,0.0010214504596527069
200,0.15152922,0.21255371393492942
201,0.08495527,0.0
202,0.086198755,0.0
203,0.15037367,0.14298691860465115
204,0.11355556,0.0026903416733925207
205,0.1425325,0.0006406149903907751
206,0.114471115,0.0
207,0.11199459,0.0
208,0.14886539,0.10921248142644874
209,0.115002096,0.03218618469918297
210,0.13086951,0.0016142050040355124
211,0.1258074,0.0002699055330634278
212,0.12831518,0.03932584269662921
213,0.53143555,0.18524360322467578
214,0.53143555,0.1754225673823664
215,0.13877894,0.0
216,0.13972133,0.16883863549252587
217,0.12562545,0.43103448275862066
218,0.108248,0.0
219,0.12328476,0.0018883193957377933
220,0.16990277,0.03220532940984142
221,0.18664244,0.047100110823790176
222,0.12968454,0.0683629675045984
223,0.12608832,0.0205802132407637
224,0.13182859,0.04814416352877891
225,0.16384119,0.05573577115895016
226,0.098386645,0.0036638983878847092
227,0.114058234,0.0
228,0.53137106,0.2790521804890345
229,0.15392217,0.05842120262182958
230,0.103497624,0.26403779756496454
231,0.12365843,0.0
232,0.16854149,0.05663097199341022
233,0.101849645,0.05547550432276657
234,0.13695288,0.00027041644131963225
235,0.13478664,0.0016155088852988692
236,0.5314318,0.2560200915940316
237,0.103205234,0.002257336343115124
238,0.113422446,0.056218057921635436
239,0.12998766,0.08446269678302533
240,0.12721913,0.0
241,0.12581782,0.0
242,0.119940974,0.0007913479293062516
243,0.13004744,0.12070297412128235
244,0.13139,0.18754760091393755
245,0.15143286,0.16063779152784388
246,0.13094367,0.0024291497975708503
247,0.13111827,0.004166666666666667
248,0.12717676,0.008412197686645636
249,0.090636656,0.11353711790393013
250,0.12769145,0.14457577036724356
251,0.12948062,0.0033915992695016956
252,0.1236899,0.004497949464214843
253,0.13778502,0.0
254,0.53143555,0.18524360322467578
255,0.111170284,0.0053376034160661865
256,0.11175744,0.0
257,0.11248812,0.0
258,0.35667267,0.16524787180771155
259,0.1337679,0.0
260,0.10672649,0.00480128034142438
261,0.12916681,0.001332267519317879
262,0.12300835,0.1676042677012609
263,0.12424935,0.00019293845263360988
264,0.13486265,0.09350415823780625
265,0.1019654,0.06979113601630157
266,0.114757955,0.20616994904283156
267,0.11830894,0.2680221811460259
268,0.14204729,0.0
269,0.12065282,0.0010807889759524452
270,0.37159368,0.17051920341394025
271,0.53143555,0.18524360322467578
272,0.09423675,0.0002699055330634278
273,0.13594274,0.4465161923454367
274,0.11458449,0.0076511094108645756
275,0.12194464,0.0
276,0.13186516,0.0
277,0.1171353,0.0
278,0.09885247,0.0
279,0.15227365,0.28401898734177217
280,0.1333767,0.0
281,0.14336792,0.1371283255086072
282,0.116809264,0.0010695187165775401
283,0.122947596,0.0037194473963868225
284,0.53143555,0.1937054425317336
285,0.11461443,0.10035349567949725
286,0.12278947,0.000535475234270415
287,0.12024001,0.0052314935914203504
288,0.1221016,0.05811719500480307
289,0.11943056,0.0
290,0.25742182,0.12896825396825398
291,0.53143555,0.20455432661027975
292,0.14028357,0.13363533408833522
293,0.113296,0.0
294,0.118751384,0.0016194331983805667
295,0.10271505,0.0
296,0.1134621,0.0005254860746190226
297,0.13141502,0.3181818181818182
298,0.09472881,0.01870557426112982
299,0.11867244,0.012360939431396786
300,0.115771025,0.249519415609381
301,0.13035434,0.08411614005123826
302,0.11728119,0.0002714440825190011
303,0.13337962,0.0
304,0.13270837,0.07360406091370558
305,0.11595149,0.001348799568384138
306,0.27383777,0.0992123808207821
307,0.1228075,0.0
308,0.12736219,0.2354674524511117
309,0.12007048,0.0
310,0.10280955,0.0005403944879762226
311,0.53143555,0.18524360322467578
312,0.12241408,0.0
313,0.15733892,0.19374039938556067
314,0.13151415,0.004533333333333334
315,0.13889195,0.010028850116774282
316,0.10747009,0.2003616636528029
317,0.1258051,0.00026343519494204424
318,0.11583235,0.28820269200316706
319,0.11355556,0.0026903416733925207
320,0.12231305,0.060795011691348405
321,0.53143555,0.18843870066363955
322,0.122945555,0.1524671052631579
323,0.10184895,0.0
324,0.12034634,0.0
325,0.11238267,0.007696254489481785
326,0.14950135,0.12327547841566533
327,0.11674121,0.0
328,0.12811752,0.0002702702702702703
329,0.10144385,0.001078167115902965
330,0.12537502,0.0065297238470956335
331,0.12593114,0.0004918032786885246
332,0.12160941,0.0009830425165888424
333,0.53143555,0.18526941917424772
334,0.11806562,0.04088541666666667
335,0.52196866,0.261120369183438
336,0.107046664,0.005583621377293273
337,0.11255261,0.003784806704514734
338,0.12391386,0.0005403944879762226
339,0.1273041,0.010789473684210526
340,0.11289258,0.018317358892438764
341,0.13820286,0.00693810480189885
342,0.11086309,0.004231684739486909
343,0.5314277,0.18524360322467578
344,0.5058288,0.1998690456703225
345,0.11487772,0.08504528385244091
346,0.12778042,0.005861977084998668
347,0.11124102,0.0
348,0.53143555,0.07639836289222374
349,0.12597232,0.0
350,0.12774158,0.0
351,0.53143555,0.18524360322467578
352,0.11714827,0.003334849173866909
353,0.13264365,0.0
354,0.1056083,0.0
355,0.16919687,0.1529434397845325
356,0.53143555,0.18524360322467578
357,0.11022463,0.0012217470983506415
358,0.11162569,0.00013732491073880802
359,0.15563874,0.08614919572492713
360,0.11133103,0.0
361,0.11860621,0.0
362,0.14261287,0.0006150061500615006
363,0.09261902,0.0040192926045016075
364,0.12257931,0.0
365,0.11352508,0.00027041644131963225
366,0.12600482,0.001068090787716956
367,0.11829519,0.21237162082398772
368,0.11880938,0.11589493636609802
369,0.11552478,0.005071461502996773
370,0.11906231,0.0
371,0.13329136,0.05814450619923044
372,0.112184115,0.00712401055408971
373,0.103926554,0.009197751660705161
374,0.11316761,0.02227384531292703
375,0.11906623,0.37002652519893897
376,0.15073559,0.249519415609381
377,0.13282466,0.0
378,0.53045386,0.27074970866243686
379,0.10406667,0.0
380,0.1315986,0.011263073209975865
381,0.15548146,0.01940700808625337
382,0.118233375,0.0066298342541436465
383,0.11267243,0.0
384,0.14133714,0.03165881737310309
385,0.0953607,0.00016412276382734285
386,0.14950334,0.12324805339265851
387,0.102636226,0.4264936227343925
388,0.11305913,0.0
389,0.09772237,0.0
390,0.13094251,0.25342997670204503
391,0.114365205,0.0
