layer,kl_mean,kl_std,method
53,0.009048092,0.08894825,int8
54,0.009823697,0.072151475,int8
55,0.009481034,0.046775896,int8
56,0.009495008,0.030156886,int8
57,0.01033511,0.056706034,int8
58,0.011530481,0.09290394,int8
59,0.011719733,0.09994794,int8
60,0.010374512,0.04610565,int8
61,0.0084869955,0.039095744,int8
62,0.0048936787,0.0124014355,int8
63,0.0036735628,0.0072330926,int8
